"gene","padj","logpadj","lfc","direction"
"ASZ1",0,Inf,9.4217473756135,"gonad"
"PLIN3",5.958967253019e-250,249.224829001196,9.40117723181551,"gonad"
"LOC100858845",2.27499701563346e-147,146.643019168719,9.39239857632217,"gonad"
"C1ORF158",8.86455480138488e-218,217.052343070797,9.34148555325885,"gonad"
"C27H17ORF104",0,Inf,9.31287511263724,"gonad"
"CLDN3",0,Inf,9.28770128003755,"gonad"
"RP11-514P8.6",0,Inf,9.28689631214453,"gonad"
"MMP13",4.06064812602536e-212,211.391404642509,9.23580582573121,"gonad"
"MYO5B",0,Inf,9.21596297337927,"gonad"
"HK3",0,Inf,9.2012003000602,"gonad"
"LOC100857794",1.27651787167284e-127,126.893973100551,9.19742302521997,"gonad"
"ORM1",3.30265946141077e-85,84.4811362042846,9.17455394686078,"gonad"
"LOC101748962",2.36342819932502e-76,75.6264575869767,9.17250900165098,"gonad"
"SYPL1",1.94574545458342e-240,239.710913975425,9.17199495111812,"gonad"
"LOC107055038",0,Inf,9.15240453395378,"gonad"
"LOC422926",0,Inf,9.15067357106391,"gonad"
"WT1",0,Inf,9.07306851484774,"gonad"
"NME8",7.35039451000957e-222,221.133689350858,9.06733438106537,"gonad"
"LOC421285",0,Inf,9.05609369155498,"gonad"
"RNF212",8.43375058482094e-304,303.073979246721,9.0372968797498,"gonad"
"PABPN1",0,Inf,8.99831910851666,"gonad"
"ERICH6B",1.6690665952169e-160,159.777526334766,8.9882022643924,"gonad"
"SYT8",0,Inf,8.96154080798619,"gonad"
"DEPDC1",0,Inf,8.93392850570616,"gonad"
"LOC101747255",1.2690940205183e-235,234.896506202114,8.93247902481684,"gonad"
"NEIL2",0,Inf,8.92876981620913,"gonad"
"GDF9",0,Inf,8.88686762260037,"gonad"
"C4H4ORF45",1.07913406586763e-115,114.966924597532,8.87096481807955,"gonad"
"C1ORF100",7.40401074624803e-235,234.13053295958,8.84012920307423,"gonad"
"LOC422928",1.04287468988867e-68,67.9817678725508,8.80489512291017,"gonad"
"DMRTB1",3.28516489155187e-225,224.483442827111,8.79700064205344,"gonad"
"HOXB4",2.67562842830427e-273,272.572574198356,8.7944655370009,"gonad"
"LOC395381",7.26399688943532e-272,271.138824350459,8.77826197305336,"gonad"
"C8ORF88",0,Inf,8.7760271133666,"gonad"
"SPIRE1L",0,Inf,8.77442067919299,"gonad"
"WEE2",0,Inf,8.75667819244907,"gonad"
"VMO1",1.37033122279419e-218,217.863174446825,8.7473226818364,"gonad"
"SMYD1",2.73294613367908e-249,248.56336892816,8.74618947941943,"gonad"
"SDR42E2",2.24634256512956e-171,170.648524013524,8.73429224063451,"gonad"
"PDC",2.03185257454313e-147,146.69210780642,8.72193502935742,"gonad"
"HSD3B2",0,Inf,8.71538505798042,"gonad"
"ZP2",1.49054240227918e-289,288.826655664842,8.71487932727676,"gonad"
"CCDC122",1.25672704798461e-160,159.900759037689,8.68574114981351,"gonad"
"LOC107054074",3.95438632067498e-145,144.40292090489,8.68112908836657,"gonad"
"WFDC2",1.84254888660214e-246,245.734580980592,8.66877510383987,"gonad"
"MAEL",0,Inf,8.64345973835955,"gonad"
"C5H11ORF91",2.93176389458836e-96,95.5328710079075,8.63562555687462,"gonad"
"SPO11",1.40972426740091e-193,192.850865824122,8.62076799162568,"gonad"
"HOXD8",9.1432133713401e-137,136.038901145165,8.58925668747161,"gonad"
"COPRS",0,Inf,8.56308515529232,"gonad"
"PKIG",7.72914225607356e-64,63.1118686993706,8.54192624011662,"gonad"
"LOC423786",2.37024176241408e-129,128.625207354105,8.52951223665186,"gonad"
"SYCE2",5.97260094258806e-108,107.22383650153,8.525637685009,"gonad"
"LOC101750658",0,Inf,8.50883797886805,"gonad"
"LOC101751469",5.3761382809386e-177,176.269529569218,8.5043580918564,"gonad"
"LOC101751348",8.76235381305129e-276,275.057379214528,8.50267754225105,"gonad"
"DPT",0,Inf,8.4875617986321,"gonad"
"KNSTRN",0,Inf,8.44175519991267,"gonad"
"C11ORF97",0,Inf,8.43810181931917,"gonad"
"PFN3",6.10656202397839e-219,218.21420322744,8.39853660291304,"gonad"
"OvoDA1",8.1591165974729e-117,116.088356860561,8.38495945795488,"gonad"
"LOC107052752",9.42535295803306e-105,104.025702377477,8.37848482323874,"gonad"
"C1H12ORF40",1.06059053165311e-177,176.974452254333,8.35846832503879,"gonad"
"CYP17A1",0,Inf,8.33354959573396,"gonad"
"VRTN",0,Inf,8.3312303432456,"gonad"
"LOC420748",0,Inf,8.31709260835527,"gonad"
"C17ORF64",1.67524793831694e-178,177.775920907866,8.29419728857509,"gonad"
"KLHL10",0,Inf,8.2834329235773,"gonad"
"AGRP",1.73352198063656e-143,142.761070647224,8.27534018826413,"gonad"
"LOC107053832",0,Inf,8.27519291072611,"gonad"
"ZP3",1.55003813886695e-293,292.809657615832,8.26069482753467,"gonad"
"DCP1B",7.8887015641657e-147,146.102994473333,8.25399644486095,"gonad"
"BOLL",0,Inf,8.23670777925512,"gonad"
"LOC101750794",2.08284577092576e-76,75.6813428871889,8.21643495627872,"gonad"
"RBM44",0,Inf,8.20664026804007,"gonad"
"HOXB6",3.41485475172768e-215,214.466627763978,8.17966679797389,"gonad"
"SPAG5",0,Inf,8.16607752577989,"gonad"
"HSD17B1",9.66787682767474e-231,230.014668891301,8.13839928916899,"gonad"
"FBXW10",2.14016753617036e-177,176.669552227966,8.1135350955745,"gonad"
"LOC101751993",4.68751670095461e-117,116.329057171932,8.08640407436086,"gonad"
"FBXO39",0,Inf,8.08534963214075,"gonad"
"LOC425470",2.21857624147862e-68,67.6539256421403,8.07590313501444,"gonad"
"H1FOO",1.02274680369621e-283,282.990231869091,8.07282849451997,"gonad"
"C6ORF163",3.18150662015487e-132,131.497367168737,8.04935536688618,"gonad"
"TDRD6",0,Inf,8.03855625431707,"gonad"
"AGR2",1.76093153991921e-286,285.754257527856,8.01934456025903,"gonad"
"DDX43",0,Inf,8.01092670310556,"gonad"
"DDX4",0,Inf,7.99008258796533,"gonad"
"NKX3-1",1.49048014300326e-219,218.826673805503,7.98054534957551,"gonad"
"LOC107053690",0,Inf,7.97219451954605,"gonad"
"LOC100859272",0,Inf,7.97092210085163,"gonad"
"ANXA8",0,Inf,7.96915486629964,"gonad"
"SPAG8",7.18026701323746e-203,202.143859405309,7.96548158081762,"gonad"
"TMEM213",3.44565243322295e-243,242.462728532444,7.95127568203534,"gonad"
"LOC101750588",1.25984036815476e-173,172.899684479979,7.94229837023117,"gonad"
"GNOT1",0,Inf,7.92985543440941,"gonad"
"LOC425362",0,Inf,7.92094076756771,"gonad"
"GPR174",0,Inf,7.91875822162275,"gonad"
"LOC770450",5.6228456308733e-144,143.250043839411,7.89995681892968,"gonad"
"HSF5",0,Inf,7.89827050171276,"gonad"
"PAX5",9.36038400758993e-124,123.028706334066,7.88561746721458,"gonad"
"MMP10",6.86249727220195e-218,217.163517815171,7.88014842407583,"gonad"
"ZPAX",4.02351654122938e-188,187.395394208889,7.87996175863358,"gonad"
"LOC107049112",3.52002383091941e-79,78.4534543962941,7.87609269720245,"gonad"
"BPIFB2",6.60167216270269e-181,180.18034604642,7.86503159355974,"gonad"
"C7H21ORF58",2.32486837197526e-253,252.633601630707,7.86274573382658,"gonad"
"EIF4E1B",3.93548460073887e-141,140.405001782627,7.85411257025586,"gonad"
"C3ORF30",5.24674633738692e-102,101.280109931978,7.85294819723648,"gonad"
"DLEU7",6.28379322872601e-78,77.2017781140682,7.84891816005888,"gonad"
"LOC101752063",9.14263194708594e-117,116.038928763177,7.84278234229193,"gonad"
"LOC101750842",1.8601323906571e-183,182.730456144768,7.81816498119306,"gonad"
"LOC107053803",1.96645640122639e-133,132.706315677994,7.80090674350533,"gonad"
"RASL10A",2.09108995872556e-228,227.679627283424,7.79438732906532,"gonad"
"CAPN14",0,Inf,7.74012472033789,"gonad"
"LOC101751481",1.39654378326308e-147,146.854945444115,7.73834613372923,"gonad"
"BUB1",0,Inf,7.73276860025061,"gonad"
"PIFO",1.95808365275425e-284,283.708168758318,7.73160673377549,"gonad"
"LOC423793",0,Inf,7.71030577107421,"gonad"
"ASCL4",1.7258726530915e-244,243.762991252711,7.69125478873953,"gonad"
"STK31",0,Inf,7.68434879975083,"gonad"
"RFX8",0,Inf,7.66631578257736,"gonad"
"HOXC6",0,Inf,7.66378670421796,"gonad"
"TAGAP",3.73272868040896e-249,248.427973576343,7.66192180797827,"gonad"
"PRR22",5.01720905551919e-72,71.2995378025467,7.66191970153906,"gonad"
"FMR1NB",2.61829452167763e-234,233.581981502955,7.64728975346016,"gonad"
"LOC107049379",3.80037021285975e-123,122.420174094549,7.63544648720895,"gonad"
"PKDREJ",0,Inf,7.62616239851953,"gonad"
"ZPBP",6.44231756149091e-261,260.190957871288,7.61768582350368,"gonad"
"CDH1",0,Inf,7.6140221526216,"gonad"
"COR4",6.92320816794359e-57,56.159692609768,7.61191510909976,"gonad"
"FKBP6",2.74522787440971e-184,183.561421600033,7.609252417954,"gonad"
"TSPAN19",2.64382275129298e-182,181.577767664434,7.60680531097816,"gonad"
"TSPAN8",7.24969228823786e-276,275.139680426582,7.59571937233959,"gonad"
"LOC422448",0,Inf,7.59075465817988,"gonad"
"MEP1A",1.05006113412732e-289,288.978785415748,7.59070543351866,"gonad"
"TEKT2",0,Inf,7.57889176981482,"gonad"
"BPIFCB",7.04544845603691e-305,304.152091358015,7.57843410032418,"gonad"
"ESRP1",0,Inf,7.57823756194317,"gonad"
"KRT75L4",5.04501481349924e-153,152.297137554222,7.56902579517488,"gonad"
"KPNA2",0,Inf,7.55169615000981,"gonad"
"SNTN",4.90311246967573e-184,183.309528144608,7.54665645855117,"gonad"
"OVALX",5.53855016506823e-45,44.2566039063395,7.54607468181465,"gonad"
"DCST1",1.48864454465286e-230,229.827208989773,7.51790270255406,"gonad"
"BNC1",0,Inf,7.51558997705569,"gonad"
"SLC26A3",1.89136202491902e-243,242.723225335049,7.5041105890706,"gonad"
"LOC107055266",2.0242098577552e-197,196.69374446449,7.48250718623038,"gonad"
"FBXO47",4.62422750695567e-253,252.334960807247,7.48099540302618,"gonad"
"LOC101751416",9.46153086106127e-53,52.0240385897374,7.48023714141791,"gonad"
"KIF20AL",0,Inf,7.45353902511463,"gonad"
"NOX5",1.52969653728416e-82,81.8153947164076,7.42478999486364,"gonad"
"SLC51A",7.54970406726385e-110,109.12207007148,7.41631628697502,"gonad"
"C9ORF24",1.58810106818405e-180,179.799121862137,7.41593535967446,"gonad"
"LOC101748326",2.74969663302258e-200,199.560715218123,7.41429761366283,"gonad"
"PLK1",0,Inf,7.41170296190177,"gonad"
"GPR114",0,Inf,7.40387425413397,"gonad"
"RNF17",0,Inf,7.38081434103025,"gonad"
"SLC38A1",0,Inf,7.38034913322434,"gonad"
"RNF32",0,Inf,7.37623123861424,"gonad"
"ACR",2.5652220189196e-239,238.590875040915,7.3677005164679,"gonad"
"NUF2",0,Inf,7.36245309060833,"gonad"
"C12ORF50",3.49174848867122e-84,83.4569570461566,7.33252861376816,"gonad"
"LOC428778",1.28818991859877e-231,230.890020103965,7.3136185462381,"gonad"
"LOC107055128",1.55070873016919e-62,61.8094697681177,7.2994739774839,"gonad"
"KPNA7",9.52282486078115e-302,301.021234202932,7.27804268540121,"gonad"
"SGOL1",0,Inf,7.26387908544529,"gonad"
"NEUROG2",0,Inf,7.25728310209676,"gonad"
"SLC15A5",4.40918121094344e-105,104.355642051934,7.25404807840366,"gonad"
"LRRC46",0,Inf,7.24234607150134,"gonad"
"ESCO2",0,Inf,7.22503112100782,"gonad"
"LOC101750583",0,Inf,7.22468389846755,"gonad"
"CDK3",3.94246511777589e-125,124.404232140542,7.22147526527784,"gonad"
"TDRD5",0,Inf,7.2082996683096,"gonad"
"HOXC9",1.87444043207386e-228,227.727128356487,7.20439585473942,"gonad"
"LOC107052729",1.65758895880777e-86,85.7805231547587,7.19769329598793,"gonad"
"NOBOX",7.23678609172626e-269,268.140454264262,7.19323887008686,"gonad"
"OVOL2",8.02264653037305e-305,304.095682341948,7.19141388340481,"gonad"
"FOXM1",0,Inf,7.1764403142714,"gonad"
"CCDC172",1.21254599559869e-44,43.9163017782879,7.16487943532107,"gonad"
"HOXB5",1.0137565334753e-91,90.9940663338233,7.14748826630147,"gonad"
"CCNO",0,Inf,7.1422117427399,"gonad"
"AXDND1",1.84926837335781e-245,244.733000057683,7.11952583838716,"gonad"
"RACGAP1",0,Inf,7.11356084045704,"gonad"
"C1ORF94",1.98984535458153e-167,166.701180674476,7.09757171985553,"gonad"
"HOXA6",1.44170150194243e-163,162.841124649102,7.08700369616924,"gonad"
"CDK1",0,Inf,7.08482378887189,"gonad"
"CENPI",0,Inf,7.08403073334409,"gonad"
"CENPK",0,Inf,7.08398097995911,"gonad"
"MCM10",0,Inf,7.08333731675454,"gonad"
"EXO1",0,Inf,7.07799817984114,"gonad"
"LOC417741",9.78296134774528e-68,67.0095296623585,7.07660069428667,"gonad"
"EMB",0,Inf,7.07180483421335,"gonad"
"SHCBP1",0,Inf,7.05920567275395,"gonad"
"HOXB8",1.42827571361834e-112,111.845187948481,7.05864242242544,"gonad"
"HSD17B2",0,Inf,7.05650561882316,"gonad"
"HAND2",1.40695887163879e-128,127.851718597719,7.05401948849354,"gonad"
"TCF21",0,Inf,7.0393963675995,"gonad"
"ELF3",0,Inf,7.03935484112563,"gonad"
"HBAD",4.74417444051159e-95,94.3238393505968,7.01894052374346,"gonad"
"DAZL",6.48256643526475e-192,191.188253023757,7.01500956267001,"gonad"
"MOS",9.29784997601708e-196,195.031617465586,6.99149299848529,"gonad"
"LECT2",7.03611184767346e-119,118.152667265513,6.99057737671706,"gonad"
"TTLL3",9.87871313647358e-244,243.005299625668,6.98695149077363,"gonad"
"CDX4",1.52625188603606e-79,78.8163737863758,6.983682235032,"gonad"
"ATOH1",5.19834356099077e-120,119.284135021158,6.97767431749167,"gonad"
"ADAD1",0,Inf,6.97641944635032,"gonad"
"DLGAP5",0,Inf,6.97259463202225,"gonad"
"BRDT",3.82207990079789e-249,248.417700238235,6.96884682062661,"gonad"
"FBXO5",0,Inf,6.95563773878151,"gonad"
"C2H18ORF63",7.3837953082663e-227,226.131720351219,6.95265012897452,"gonad"
"SH3TC1",0,Inf,6.94206712375765,"gonad"
"MYCBPAP",0,Inf,6.94015837117735,"gonad"
"MEIOB",0,Inf,6.93370016030722,"gonad"
"CAPN9",9.99059380822216e-253,252.000408697963,6.91966666103123,"gonad"
"CLDN10",0,Inf,6.91341751086846,"gonad"
"FDX1L",0,Inf,6.91289515927447,"gonad"
"BMP15",6.55471967948862e-136,135.183445876705,6.91050947743745,"gonad"
"VPS29L",1.04920324181367e-241,240.979140376203,6.90949172349659,"gonad"
"CDC6",4.93452343832716e-306,305.306754783845,6.90443195811951,"gonad"
"AURKA",0,Inf,6.90173792789227,"gonad"
"LDLRAD1",2.05481534100684e-162,161.687227200545,6.88638138766242,"gonad"
"GIF",5.43285684729138e-137,136.26497173823,6.88391407710865,"gonad"
"RP11-834C11.12",5.01380617877152e-141,140.299832458794,6.86178917188198,"gonad"
"TBX1",0,Inf,6.85062669671404,"gonad"
"ENPEP",1.50148724765079e-235,234.823478351975,6.85015936435051,"gonad"
"FLRT1",9.11719271587528e-121,120.040138865146,6.84409814300394,"gonad"
"COL10A1",5.83822421271079e-240,239.233719230267,6.83826998842198,"gonad"
"E2F8",0,Inf,6.82000647848744,"gonad"
"HOXA3",5.1050179520196e-278,277.292002726359,6.80592292973383,"gonad"
"AvBD7",4.96519894355036e-66,65.3040633456872,6.79724355363222,"gonad"
"NEK2",0,Inf,6.79238432038044,"gonad"
"CDC45",0,Inf,6.78824881937577,"gonad"
"TFAP2A",0,Inf,6.78762956332727,"gonad"
"LOC101752046",4.27651109852646e-168,167.36891039654,6.78711327474265,"gonad"
"CTD-2207O23.12",1.40045628363774e-252,251.853730443478,6.78561604072916,"gonad"
"DDX25",4.65177011326857e-110,109.332381755897,6.78168525775292,"gonad"
"PBK",0,Inf,6.77975823169292,"gonad"
"RBM46",6.57084664168424e-231,230.182378668778,6.77274838564211,"gonad"
"EVPL",0,Inf,6.75098200963178,"gonad"
"KIF4A",0,Inf,6.74342211545553,"gonad"
"XAF1",0,Inf,6.72481371845805,"gonad"
"GTSE1",0,Inf,6.72437008139202,"gonad"
"TDRD9",0,Inf,6.72023254263029,"gonad"
"LOC107052128",4.11599519123174e-128,127.385525141301,6.71787101261502,"gonad"
"GFI1",0,Inf,6.71522981634082,"gonad"
"LOC378902",0,Inf,6.68402530253686,"gonad"
"LOC107052731",1.41786390132247e-81,80.848365454443,6.67534931168252,"gonad"
"LOC101748229",6.40207324671926e-166,165.19367936136,6.66702129577913,"gonad"
"TNFSF8",4.97547547343992e-124,123.30316541027,6.66452051339926,"gonad"
"EPCAM",0,Inf,6.66250001766014,"gonad"
"SPDEF",9.73518654793715e-125,124.011655722011,6.66005304158808,"gonad"
"PDCL2",2.13831136036008e-210,209.669929056732,6.6589591011672,"gonad"
"LOC100857840",0,Inf,6.64796422794878,"gonad"
"AvBD2",2.0844467147558e-108,107.681009202377,6.64237327030715,"gonad"
"RP1",8.23643574214887e-96,95.0842606854386,6.63823816387488,"gonad"
"KRT19",1.21705603463417e-249,248.914689425901,6.63231993290862,"gonad"
"HOXC8",2.06801050959979e-153,152.684447258494,6.61896481465295,"gonad"
"HOXA5",8.47560697821385e-163,162.071829190134,6.61893731152841,"gonad"
"NKX6-3",0,Inf,6.61099308835567,"gonad"
"CIB3",0,Inf,6.60953314460359,"gonad"
"LOC415939",8.8007261635986e-160,159.05548149196,6.59899111492309,"gonad"
"C17ORF78",1.11510562657607e-185,184.952683992825,6.59483998314852,"gonad"
"UBE2C",0,Inf,6.58622103887897,"gonad"
"AvBD11",4.13239959098687e-54,53.3837976901123,6.58217401803281,"gonad"
"ADAM20",4.11280780808182e-260,259.385861584641,6.56948268091079,"gonad"
"LOC770883",1.82557253452199e-73,72.7386009067751,6.54996883119571,"gonad"
"DND1",5.19969688063738e-303,302.284021973077,6.5490170892363,"gonad"
"XCL1",9.43784252379294e-215,214.025127273403,6.53536368471809,"gonad"
"LOC107051069",1.09853481256764e-158,157.959186175733,6.52812959195115,"gonad"
"LOC107052644",0,Inf,6.52515899875212,"gonad"
"FGFBP1",1.37834096841112e-126,125.860643335126,6.52474221858668,"gonad"
"GABRR3",8.67007617279873e-199,198.06197708692,6.5147989475617,"gonad"
"GSTT1L",1.28552360922328e-181,180.890919942933,6.49526435132781,"gonad"
"COL1A1",0,Inf,6.48283695230091,"gonad"
"MYBL1",0,Inf,6.47221372786194,"gonad"
"LOC426385",0,Inf,6.46963648881329,"gonad"
"LOC101747886",3.81821809236395e-49,48.4181392688169,6.46832156335748,"gonad"
"LOC107052725",4.07093085060206e-139,138.390306274544,6.45961147398391,"gonad"
"RAG2",2.10663881531365e-234,233.6764099181,6.45196775530607,"gonad"
"SLBP",0,Inf,6.44784606230385,"gonad"
"CASC5",0,Inf,6.44670923124342,"gonad"
"AICDA",1.11364016167908e-122,121.953255115304,6.44622729604183,"gonad"
"FABP4",8.19027842958072e-125,124.086701334091,6.43418366013915,"gonad"
"SYCP2L",9.76132985088267e-199,198.010491011477,6.43308090758567,"gonad"
"SIGIRR",7.51206233798567e-169,168.124240816784,6.43217667978348,"gonad"
"CENPA",0,Inf,6.43205964339311,"gonad"
"LOC420789",6.23347322634709e-107,106.205269901539,6.43130116700393,"gonad"
"CDC20",0,Inf,6.43124183654888,"gonad"
"PKD2L2",9.95743200472213e-169,168.00185265053,6.42422859405986,"gonad"
"SGOL2",7.3941339707057e-106,105.131112684922,6.41908032283116,"gonad"
"OR4S2",3.97988754262905e-134,133.40012919936,6.4037269206458,"gonad"
"HSD17B3",7.2134015765269e-140,139.141859889574,6.39418374032576,"gonad"
"LOC424473",0,Inf,6.39182263094898,"gonad"
"C11ORF85",3.46980944688111e-245,244.459694374904,6.3899134026064,"gonad"
"IQCG",3.37426087931804e-42,41.4718213431848,6.37169174400081,"gonad"
"BCL2L14",8.23855563787333e-143,142.084148921007,6.35885082000834,"gonad"
"TEX14",8.21835791039495e-300,299.08521494909,6.34864401531573,"gonad"
"CATH2",3.5122633607254e-117,116.454412926758,6.34599312511877,"gonad"
"FSCN2",1.22034867785407e-150,149.913516065036,6.34557136426066,"gonad"
"MMRN1",0,Inf,6.32794130585579,"gonad"
"HSP90AB1",5.98157404356912e-281,280.223184516934,6.32730345033671,"gonad"
"CLDN23",2.11054538884143e-219,218.675605303585,6.31971495454721,"gonad"
"C1ORF146",1.11585350440389e-103,102.952392818306,6.31766695336287,"gonad"
"MARVELD3",0,Inf,6.30139384822493,"gonad"
"SNX22",3.89557977607982e-203,202.409427897474,6.29746295126101,"gonad"
"LOC422308",2.36721979840626e-222,221.62576141558,6.28958680302202,"gonad"
"ASB15",5.92652953361202e-127,126.227199547042,6.28551058173046,"gonad"
"ISL2",6.91100473532802e-181,180.160458809458,6.28336861180101,"gonad"
"LOC107052834",5.57755717605399e-146,145.253555969028,6.27875307447142,"gonad"
"DMC1",1.6021792174516e-263,262.795288905982,6.25496952237576,"gonad"
"LOC107052726",2.33052762756645e-58,57.6325457442961,6.24072720729367,"gonad"
"CTD-2287O16.3",1.3382005094312e-210,209.873478809128,6.23854652250597,"gonad"
"LOC101747521",6.96084069390306e-191,190.157338305408,6.22393928216013,"gonad"
"LOC107048991",5.55587788740139e-79,78.2552473081847,6.21937535247834,"gonad"
"PDE6C",0,Inf,6.21724947093145,"gonad"
"LGALS2",1.50899505418902e-213,212.821312183645,6.21032770918341,"gonad"
"DTHD1",4.29549391614584e-122,121.366986891734,6.18549643550597,"gonad"
"PLEKHG7",7.12693312838955e-172,171.147097316144,6.17992032394634,"gonad"
"LRRC15",0,Inf,6.17862706882147,"gonad"
"LOC426093",4.69005524964368e-270,269.328822041192,6.1696157980672,"gonad"
"LRRC48",0,Inf,6.16814473248923,"gonad"
"FIGLA",2.3621792311861e-242,241.626687153225,6.15203370206273,"gonad"
"OLFM4",1.00392642552252e-130,129.998298114044,6.13858733662811,"gonad"
"GJA3",0,Inf,6.12902168453134,"gonad"
"FOXA2",6.48991973451328e-48,47.1877606743974,6.12714945438141,"gonad"
"MAP1LC3C",0,Inf,6.12607740389087,"gonad"
"LOC101748011",2.55173168448335e-135,134.593164993773,6.12148995077524,"gonad"
"LRRC34",0,Inf,6.12091270079949,"gonad"
"LOC107050309",2.61580225809799e-164,163.582395089653,6.11717023727426,"gonad"
"PNP",0,Inf,6.11161818825331,"gonad"
"HBZ",2.30274246890735e-56,55.6377546293768,6.10423455629373,"gonad"
"AvBD10",4.39977185403117e-80,79.3565698428557,6.10107817998187,"gonad"
"LOC101748559",0,Inf,6.08604266606408,"gonad"
"TMEM184A",6.80355706864547e-284,283.167263967973,6.0852864458357,"gonad"
"SKA1",0,Inf,6.07814598198324,"gonad"
"PAPOLG",0,Inf,6.06481884379344,"gonad"
"FAM46D",1.95409716358605e-240,239.709053845653,6.05533515047025,"gonad"
"RRM2",0,Inf,6.05284669883911,"gonad"
"LOC101748341",1.29552127065875e-73,72.8875554521078,6.05022888781837,"gonad"
"SLCO4C1",0,Inf,6.04656987231466,"gonad"
"IL20RB",1.22070925564587e-155,154.913387762513,6.04454445987286,"gonad"
"LOC101747386",7.59265924342434e-114,113.119606090708,6.04085320175089,"gonad"
"TRPV6",1.76026797812382e-106,105.754421211412,6.02421949595387,"gonad"
"RSPH14",6.2956891280223e-133,132.20095672495,6.01960501951418,"gonad"
"TFF2",1.83835958350532e-70,69.7355695365526,6.00538259313468,"gonad"
"C4H4ORF47",1.31048866596722e-293,292.882566730787,6.00491109448043,"gonad"
"MSS51",5.31030481379404e-144,143.274880549512,5.99929525680503,"gonad"
"CNR2",1.69577300486706e-167,166.770632282581,5.99724584317186,"gonad"
