MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87916	Ada	adenosine deaminase	2		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IGI	MGI:99401 	J:95142 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IGI	MGI:99402 	J:128038 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IMP	MGI:1857117 MGI:2681791 	J:72057 	
MGI:87916	Ada	adenosine deaminase	2		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IMP	MGI:1857117 MGI:2683027 	J:63493 J:91943 J:95142 J:128038 	
MGI:87916	Ada	adenosine deaminase	2		response to vitamin E			ISO	RGD:2031 	J:155856 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		lymphocyte chemotaxis			IDA		J:165123 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		positive regulation of acute inflammatory response			IMP		J:173132 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		positive regulation of inflammatory response			IDA		J:172958 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		positive regulation of innate immune response			IDA		J:172936 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		cellular response to lipopolysaccharide			ISO	Q13443 	J:164563 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		positive regulation of T cell chemotaxis			ISO	O14672 	J:164563 	
MGI:1333882	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	3		innate immune response			ISO	Q13444 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		defense response to Gram-positive bacterium			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		positive regulation of T cell chemotaxis			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		regulation of axon regeneration			IGI	MGI:2443718 	J:227692 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		response to lipopolysaccharide			ISO	P78536 	J:164563 	
MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	1		defense response to bacterium			IGI	MGI:1346321 	J:203149 	
MGI:1346321	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	16		defense response to bacterium			IGI	MGI:1339949 	J:203149 	
MGI:1916320	Adamts9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	6		response to bacterium			IEP		J:190322 	
MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15		regulation of inflammatory response			ISO	P58397 	J:164563 	
MGI:2442600	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	8		negative regulation of platelet aggregation			IMP		J:149378 	
MGI:2442600	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	8		negative regulation of platelet aggregation			ISO	Q8TE60 	J:73065 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		cellular response to virus	happens in lung		IDA		J:222665 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		defense response to virus		PR:Q99MU3-1	IMP	MGI:4941203 	J:169014 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		negative regulation of type I interferon-mediated signaling pathway			IMP	MGI:3828307 	J:142338 	
MGI:1889575	Adar	adenosine deaminase, RNA-specific	3		response to virus			ISO	P55265 	J:164563 	
MGI:102891	Adcy7	adenylate cyclase 7	8		negative regulation of cytokine production involved in inflammatory response			IMP		J:161446 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		negative regulation of acute inflammatory response to antigenic stimulus			ISO	RGD:2037 	J:155856 	
MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17		negative regulation of acute inflammatory response to non-antigenic stimulus			ISO	RGD:2037 	J:155856 	
MGI:1925810	Adgra2	adhesion G protein-coupled receptor A2	8		regulation of chemotaxis			IMP		J:166127 	
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		defense response to Gram-negative bacterium			IMP		J:169123 	
MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2139714	Adgrl2	adhesion G protein-coupled receptor L2	3		response to bacterium			IEP		J:190322 	
MGI:1274784	Adgrv1	adhesion G protein-coupled receptor V1	13		detection of mechanical stimulus involved in sensory perception of sound	happens in organ of Corti,happens in cochlear inner hair cell|happens in organ of Corti,happens in outer hair cell		IMP	MGI:3046273 	J:109595 	
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	3		response to lipopolysaccharide			IMP	MGI:3033711 	J:88337 	
MGI:87926	Adh7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	3		response to bacterium			ISO	P40394 	J:164563 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		negative regulation of inflammatory response			IDA		J:142895 	
MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16		response to bacterium			IEP		J:190322 	
MGI:108058	Adm	adrenomedullin	7		antibacterial humoral response			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		defense response to Gram-negative bacterium			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		defense response to Gram-positive bacterium			ISO	P35318 	J:164563 	
MGI:108058	Adm	adrenomedullin	7		response to lipopolysaccharide			ISO	RGD:2047 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		detection of temperature stimulus involved in sensory perception of pain			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of acute inflammatory response			ISO	RGD:2048 	J:155856 	
MGI:99401	Adora1	adenosine A1 receptor	1		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IGI	MGI:87916 	J:95142 	
MGI:99402	Adora2a	adenosine A2a receptor	10		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IGI	MGI:87916 	J:128038 	
MGI:99402	Adora2a	adenosine A2a receptor	10		prepulse inhibition			ISO	RGD:2049 	J:155856 	
MGI:99403	Adora2b	adenosine A2b receptor	11		cellular response to extracellular stimulus			IDA		J:17705 	
MGI:99403	Adora2b	adenosine A2b receptor	11		positive regulation of chronic inflammatory response to non-antigenic stimulus	regulates a function/process that has the participant lung		IMP		J:113120 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of inflammatory response	regulates a function/process that has the participant lung		IGI	MGI:87916 	J:91943 	
MGI:104847	Adora3	adenosine A3 receptor	3		positive regulation of inflammatory response	regulates a function/process that has the participant lung		IMP	MGI:2155986 	J:91943 	
MGI:104773	Adra1a	adrenergic receptor, alpha 1a	14		pilomotor reflex			IDA		J:170886 	
MGI:87937	Adrb1	adrenergic receptor, beta 1	19		diet induced thermogenesis	has the participant brown fat,has the participant brown fat cell		IGI	MGI:87938 MGI:87939 	J:79309 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		diet induced thermogenesis	has the participant brown fat,has the participant brown fat cell		IGI	MGI:87937 MGI:87939 	J:79309 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		negative regulation of inflammatory response			ISO	RGD:2060 	J:155856 	
MGI:87938	Adrb2	adrenergic receptor, beta 2	18		negative regulation of platelet aggregation			ISO	RGD:2060 	J:155856 	
MGI:87939	Adrb3	adrenergic receptor, beta 3	8		diet induced thermogenesis	has the participant brown fat,has the participant brown fat cell		IGI	MGI:87937 MGI:87938 	J:79309 	
MGI:103202	Adsl	adenylosuccinate lyase	15		response to nutrient			ISO	RGD:1307617 	J:155856 	
MGI:1924596	Adtrp	androgen dependent TFPI regulating protein	13		negative regulation of blood coagulation			ISO	Q96IZ2 	J:164563 	
MGI:1915298	Aen	apoptosis enhancing nuclease	7		defense response to virus			IBA	PTN000301084 	J:265628 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		righting reflex			IMP	MGI:1856984 	J:106411 	
MGI:1918244	Agbl4	ATP/GTP binding protein-like 4	4		defense response to virus			IMP		J:231311 	
MGI:2441745	Agbl5	ATP/GTP binding protein-like 5	5		defense response to virus			IMP		J:231311 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		induction of positive chemotaxis	regulates the movement of angioblastic mesenchymal cell		IMP		J:88808 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		negative regulation of connective tissue replacement involved in inflammatory response wound healing	happens in lung	PR:Q62151	IMP	MGI:2451038 	J:131859 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		positive regulation of inflammatory response			ISO	RGD:69258 	J:155856 	
MGI:893592	Ager	advanced glycosylation end product-specific receptor	17		regulation of inflammatory response			IDA		J:55874 	
MGI:1924809	Agl	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	3		response to nutrient			ISO	RGD:1306376 	J:155856 	
MGI:87961	Agrn	agrin	4		motor neuron axon guidance			IBA	PTN002471709 	J:265628 	
MGI:87961	Agrn	agrin	4		regulation of axon guidance			ISO	RGD:2067 	J:155856 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of inflammatory response	regulates a function/process that has the participant metanephros		IDA		J:148250 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of inflammatory response			IGI	MGI:98259 	J:148250 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		cell chemotaxis			ISO	P30556 	J:164563 	
MGI:87968	Ahcy	S-adenosylhomocysteine hydrolase	2		response to nutrient			ISO	RGD:69260 	J:155856 	
MGI:107189	Ahsg	alpha-2-HS-glycoprotein	16		regulation of inflammatory response			ISO	P02765 	J:164563 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		cellular response to lipopolysaccharide			IMP		J:141184 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to bacterium			IGI	MGI:97849 	J:88357 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to bacterium			IMP	MGI:2156156 	J:88357 	
MGI:1342279	Aicda	activation-induced cytidine deaminase	6		defense response to virus			IBA	PTN001419581 	J:265628 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		negative regulation of smooth muscle cell chemotaxis			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of chemotaxis			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of monocyte chemotaxis			ISO	P55008 	J:164563 	
MGI:1343098	Aif1	allograft inflammatory factor 1	17		positive regulation of smooth muscle cell chemotaxis			ISO	P55008 	J:164563 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			IBA	PTN001385767 	J:265628 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			IDA		J:147175 	
MGI:2686159	Aim2	absent in melanoma 2	1		activation of innate immune response			ISO	O14862 	J:164563 	
MGI:2686159	Aim2	absent in melanoma 2	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2686159	Aim2	absent in melanoma 2	1		positive regulation of defense response to virus by host			IMP		J:146958 	
MGI:2148800	Aipl1	aryl hydrocarbon receptor-interacting protein-like 1	11		phototransduction, visible light	happens in retina		IMP	MGI:3054784 	J:92601 	
MGI:2148800	Aipl1	aryl hydrocarbon receptor-interacting protein-like 1	11		regulation of rhodopsin mediated signaling pathway	regulates a function/process that happens in retina		IMP	MGI:3054784 	J:92601 	
MGI:2148800	Aipl1	aryl hydrocarbon receptor-interacting protein-like 1	11		regulation of rhodopsin mediated signaling pathway	regulates a function/process that happens in retina		IMP	MGI:3054793 	J:92617 	
MGI:2685419	Ajap1	adherens junction associated protein 1	4		negative regulation of wound healing			ISO	Q9UKB5 	J:164563 	
MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	17		cellular response to lipopolysaccharide			IMP		J:230622 	
MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1915300	Akirin1	akirin 1	4		positive regulation of macrophage chemotaxis			IMP		J:150456 	
MGI:1889364	Akirin2	akirin 2	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1889364	Akirin2	akirin 2	4		response to lipopolysaccharide			IMP	MGI:3796163 	J:130487 	
MGI:2140340	Akna	AT-hook transcription factor	4		regulation of inflammatory response			IMP		J:233952 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		cellular response to mechanical stimulus			ISO	RGD:2081 	J:155856 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		lipopolysaccharide-mediated signaling pathway			IDA		J:215205 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		response to food			IDA		J:129482 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		positive regulation of positive chemotaxis			ISO	RGD:2082 	J:155856 	
MGI:96853	Alad	aminolevulinate, delta-, dehydratase	4		response to nutrient			ISO	RGD:2083 	J:155856 	
MGI:87991	Alb	albumin	5		cellular response to starvation			ISO	P02768 	J:164563 	
MGI:1313266	Alcam	activated leukocyte cell adhesion molecule	16		axon guidance	happens in retina ganglion cell layer,has the participant neuron		IMP	MGI:3056579 	J:93205 	
MGI:1313266	Alcam	activated leukocyte cell adhesion molecule	16		motor neuron axon guidance	happens in vertebral axis musculature,happens in motor neuron		IMP	MGI:3056579 	J:93205 	
MGI:1861722	Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3	7		righting reflex			IMP	MGI:3043947 	J:196582 	
MGI:103305	Alk	anaplastic lymphoma kinase	17		response to environmental enrichment			IMP	MGI:5700373 	J:226526 	
MGI:107505	Alox5ap	arachidonate 5-lipoxygenase activating protein	5		positive regulation of acute inflammatory response			ISO	RGD:2097 	J:155856 	
MGI:87998	Alox12	arachidonate 12-lipoxygenase	11		negative regulation of platelet aggregation			IMP		J:46896 	
MGI:1918731	Alpk1	alpha-kinase 1	3		cytoplasmic pattern recognition receptor signaling pathway			IMP		J:264436 	
MGI:1918731	Alpk1	alpha-kinase 1	3		cytoplasmic pattern recognition receptor signaling pathway			ISO	Q96QP1 	J:164563 	
MGI:1918731	Alpk1	alpha-kinase 1	3		innate immune response			IMP		J:264436 	
MGI:1918731	Alpk1	alpha-kinase 1	3		innate immune response			ISO	Q96QP1 	J:164563 	
MGI:1918731	Alpk1	alpha-kinase 1	3		response to bacterium			IEP		J:190322 	
MGI:2653612	Amigo1	adhesion molecule with Ig like domain 1	3		cellular response to L-glutamate			ISO	RGD:1303079 	J:155856 	
MGI:108440	Amot	angiomotin	X		chemotaxis			IMP		J:85643 	
MGI:88019	Amy1	amylase 1, salivary	3		response to bacterium			IEP		J:190322 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antibacterial humoral response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antibacterial humoral response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antifungal humoral response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antifungal humoral response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		defense response to Gram-positive bacterium			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		defense response to Gram-positive bacterium			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		innate immune response			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		innate immune response			ISO	P03950 	J:164563 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		response to yeast			IDA		J:82368 	
MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14		response to yeast			ISO	P03950 	J:164563 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		antibacterial humoral response			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		antimicrobial humoral immune response mediated by antimicrobial peptide			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		cellular response to lipopolysaccharide	happens in paneth cell of epithelium of small intestine	UniProtKB:Q3TMQ6:PRO_0000415440	IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		defense response to bacterium			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		innate immune response			IDA		J:82368 	
MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14		response to bacterium			IEP		J:190322 	
MGI:108448	Angpt1	angiopoietin 1	15		positive chemotaxis			ISO	Q15389 	J:164563 	
MGI:1202890	Angpt2	angiopoietin 2	8		negative regulation of positive chemotaxis			ISO	O15123 	J:164563 	
MGI:1888999	Angptl4	angiopoietin-like 4	17		cellular response to starvation			NAS		J:64473 	
MGI:88026	Ank3	ankyrin 3, epithelial	10		axon guidance			IMP	MGI:2179751 	J:93895 	
MGI:1921733	Ankhd1	ankyrin repeat and KH domain containing 1	18		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		cellular response to lipopolysaccharide	happens in metanephric glomerular visceral epithelial cell		IDA		J:177255 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		cellular response to lipopolysaccharide			ISO	Q15327 	J:164563 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		cellular response to mechanical stimulus			ISO	Q15327 	J:164563 	
MGI:1097717	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	19		response to muscle stretch			ISO	Q15327 	J:164563 	
MGI:1861447	Ankrd2	ankyrin repeat domain 2 (stretch responsive muscle)	19		response to muscle stretch			TAS		J:163577 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		defense response to bacterium			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		positive regulation of MDA-5 signaling pathway			ISO	O75179 	J:164563 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		positive regulation of RIG-I signaling pathway			ISO	O75179 	J:164563 	
MGI:1925571	Ankrd23	ankyrin repeat domain 23	1		response to muscle stretch	happens in skeletal muscle fiber		IGI	MGI:1097717 MGI:1861447 	J:125819 	
