MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		negative regulation of axon extension	regulates a function/process that happens in neuron of cerebral cortex		IMP	MGI:5428170 	J:184851 	
MGI:1197518	Aatk	apoptosis-associated tyrosine kinase	11		negative regulation of axon extension	regulates a function/process that happens in neuron of cerebral cortex	PR:000035700	IMP		J:184851 	
MGI:99606	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	2		central nervous system myelin formation	happens in spinal cord|happens in telencephalic vesicle		IMP		J:117673 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		establishment of skin barrier	has the participant epidermis stratum corneum		IMP	MGI:3528440 	J:144062 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		establishment of skin barrier	has the participant embryo|has the participant epidermis stratum corneum,has the participant keratinocyte		IMP	MGI:3809668 	J:139048 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		establishment of skin barrier	has the participant epidermis stratum corneum		IMP	MGI:4461044 	J:161652 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		keratinization	has the participant epidermis stratum corneum		IMP	MGI:3528440 	J:144062 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		keratinization	has the participant epidermis stratum corneum		IMP	MGI:3809668 	J:139048 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		keratinization	has the participant Tl15 annulus fibrosus		IMP	MGI:4461044 	J:161652 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		keratinocyte differentiation	results in the differentiation of keratinocyte		IMP	MGI:4461044 	J:161652 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1		lung alveolus development	results in the development of alveolar system,has the participant type II pneumocyte		IMP	MGI:3809668 	J:139048 	
MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1	NOT	lung alveolus development	results in the development of lung,has the participant type II pneumocyte		IMP	MGI:3528440 	J:144062 	
MGI:2388709	Abca15	ATP-binding cassette, sub-family A (ABC1), member 15	7		hematopoietic progenitor cell differentiation			IMP		J:202604 	
MGI:97570	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	5		positive regulation of establishment of Sertoli cell barrier			ISO	RGD:619951 	J:155856 	
MGI:97568	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	5		establishment of endothelial blood-brain barrier			ISO	RGD:3318 	J:155856 	
MGI:1924956	Abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5	12		compound eye corneal lens development			IMP		J:213708 	
MGI:1921354	Abcb6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	1		brain development			ISO	Q9NP58 	J:164563 	
MGI:1921354	Abcb6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	1		skin development			ISO	Q9NP58 	J:164563 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		negative regulation of angiogenesis			ISO	RGD:3786 	J:155856 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		negative regulation of glial cell proliferation			ISO	RGD:3786 	J:155856 	
MGI:1352629	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	7		negative regulation of neurogenesis			ISO	RGD:3786 	J:155856 	
MGI:1349215	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1	X		myelin maintenance			IMP		J:75388 J:94583 	
MGI:1349467	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2	15		myelin maintenance			IMP		J:94583 	
MGI:104913	Abi1	abl-interactor 1	2		dendrite morphogenesis	happens in hippocampal neuron		IDA		J:216588 	
MGI:104913	Abi1	abl-interactor 1	2		megakaryocyte development	results in the development of megakaryocyte		IMP		J:149119 	
MGI:106913	Abi2	abl-interactor 2	1		camera-type eye development	results in the development of lens fiber,has the participant crystallin accumulating cell		IMP	MGI:3526871 	J:95254 	
MGI:106913	Abi2	abl-interactor 2	1		dendrite development	happens in hippocampus CA1,happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3526871 	J:95254 	
MGI:106913	Abi2	abl-interactor 2	1		lens fiber cell morphogenesis			IMP		J:95254 	
MGI:106913	Abi2	abl-interactor 2	1		nervous system development			IEA	KW-0524 	J:60000 	
MGI:106913	Abi2	abl-interactor 2	1		regulation of dendritic spine morphogenesis			IMP		J:95254 	
MGI:2677850	Abitram	actin binding transcription modulator	4		dendrite morphogenesis			IMP		J:220150 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		alpha-beta T cell differentiation	results in the differentiation of DN4 thymocyte		IGI	MGI:87860 	J:154821 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		Bergmann glial cell differentiation	happens in cerebellum		IGI	MGI:87860 	J:166211 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		cardiovascular system development			IGI	MGI:87860 	J:51887 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		cerebellum morphogenesis			IGI	MGI:87860 	J:166211 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		collateral sprouting	happens in neuron of cerebral cortex		IMP		J:75087 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		neural tube closure			IGI	MGI:87860 	J:51887 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		neuron differentiation			IGI	MGI:87860 	J:51887 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation blood vessel branching	happens in retina		IMP		J:214295 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation of cell migration involved in sprouting angiogenesis			IDA		J:214295 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		positive regulation of Wnt signaling pathway, planar cell polarity pathway			IGI	MGI:87860 	J:164680 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		regulation of axon extension			ISO	P00519 	J:164563 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		regulation of T cell differentiation			IMP		J:175086 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		spleen development			IMP	MGI:2153718 	J:72875 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		thymus development			IMP	MGI:2153718 	J:72875 	
MGI:87859	Abl1	c-abl oncogene 1, non-receptor tyrosine kinase	2		transitional one stage B cell differentiation	happens in spleen		IMP	MGI:2153718 	J:147102 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		alpha-beta T cell differentiation	results in the differentiation of DN4 thymocyte		IGI	MGI:87859 	J:154821 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		Bergmann glial cell differentiation	happens in cerebellum		IGI	MGI:87859 	J:166211 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		cardiovascular system development			IGI	MGI:87859 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		cerebellum morphogenesis			IGI	MGI:87859 	J:166211 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		dendrite morphogenesis	happens in hippocampal neuron		IGI	MGI:107926 	J:193891 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		dendrite morphogenesis	happens in hippocampal neuron		IGI	MGI:96610 	J:182501 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		dendrite morphogenesis	happens in hippocampal neuron		IMP		J:193891 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		neural tube closure			IGI	MGI:87859 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		neuron differentiation			IGI	MGI:87859 	J:51887 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		neuron remodeling			IMP	MGI:2153719 	J:153211 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of neuron projection development			IGI	MGI:1929494 	J:90071 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of neuron projection development			ISO	P42684 	J:164563 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		positive regulation of Wnt signaling pathway, planar cell polarity pathway			IGI	MGI:87859 	J:164680 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:234334 	
MGI:87860	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	1		synapse maturation	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:234334 	
MGI:1194500	Ablim1	actin-binding LIM protein 1	19		axon guidance			IDA		J:66507 	
MGI:107771	Abr	active BCR-related gene	11		brain development			IGI	MGI:88141 	J:72425 	
MGI:107771	Abr	active BCR-related gene	11		inner ear morphogenesis	has the participant utricle|has the participant saccule		IGI	MGI:88141 	J:108010 	
MGI:1353636	Abt1	activator of basal transcription 1	13		spinal cord motor neuron differentiation			IGI	MGI:99954 	J:148546 	
MGI:87865	ac	absent corpus callosum	UN		forebrain development	results in the development of corpus callosum		IMP	MGI:1856647 	J:5639 J:17922 J:51094 	
MGI:2140940	Acacb	acetyl-Coenzyme A carboxylase beta	5		positive regulation of heart growth			IMP		J:138207 	
MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	3		cardiac muscle cell differentiation	happens in cardiac muscle tissue		IMP	MGI:3692446 	J:115759 	
MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	3		heart development	results in the development of aorta		IMP	MGI:3692446 	J:115759 	
MGI:87867	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	3		liver development			IMP	MGI:3692446 	J:115759 	
MGI:99602	Acan	aggrecan	7		cartilage condensation			IMP	MGI:1856465 	J:83918 	
MGI:99602	Acan	aggrecan	7		central nervous system development			IBA	PTN001105676 	J:265628 	
MGI:99602	Acan	aggrecan	7		chondrocyte development	happens in skeleton,results in the development of hypertrophic chondrocyte		IMP	MGI:1856465 	J:48562 	
MGI:99602	Acan	aggrecan	7		heart development			IMP		J:222159 	
MGI:99602	Acan	aggrecan	7		skeletal system development			IBA	PTN001105676 	J:265628 	
MGI:2153589	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	4		neuron migration	results in the movement of cerebral cortex neuron		IMP		J:251237 	
MGI:2153589	Acap3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	4		regulation of neuron projection development			IMP		J:245108 	
MGI:87873	Acd	adrenocortical dysplasia	8		skeletal system development	results in the development of axial skeleton cervical region|results in the development of tail		IMP	MGI:1856658 	J:95686 	
MGI:87873	Acd	adrenocortical dysplasia	8		urogenital system development			IMP	MGI:1856658 	J:95686 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		angiogenesis involved in coronary vascular morphogenesis			ISO	RGD:2493 	J:155856 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		animal organ regeneration			ISO	RGD:2493 	J:155856 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		kidney development	results in the development of renal cortex		IMP	MGI:1857115 	J:129753 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		kidney development			ISO	P12821 	J:164563 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		lung alveolus development			ISO	RGD:2493 	J:155856 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		positive regulation of neurogenesis			ISO	RGD:2493 	J:155856 	
MGI:87874	Ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	11		regulation of hematopoietic stem cell proliferation			IMP		J:217279 	
MGI:2181962	Acer1	alkaline ceramidase 1	17		sebaceous gland development			IMP		J:235775 	
MGI:1913440	Acer3	alkaline ceramidase 3	7		myelination			ISO	Q9NUN7 	J:164563 	
MGI:87876	Ache	acetylcholinesterase	5		positive regulation of axonogenesis			ISO	RGD:69313 	J:155856 	
MGI:87876	Ache	acetylcholinesterase	5		positive regulation of dendrite morphogenesis			ISO	RGD:69313 	J:155856 	
MGI:87876	Ache	acetylcholinesterase	5		retina development in camera-type eye			IMP	MGI:2179948 	J:101277 	
MGI:87876	Ache	acetylcholinesterase	5		synapse assembly			ISO	RGD:69313 	J:155856 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		angiogenesis			IEA	IPR001416 	J:72247 	
MGI:109562	Ackr3	atypical chemokine receptor 3	1		vasculogenesis			IEA	IPR001416 	J:72247 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			IDA		J:196955 	
MGI:103206	Acod1	aconitate decarboxylase 1	14		tolerance induction to lipopolysaccharide			ISO	A6NK06 	J:164563 	
MGI:87882	Acp2	acid phosphatase 2, lysosomal	2		skeletal system development			IMP	MGI:2180084 	J:41986 	
MGI:3644563	Acp4	acid phosphatase 4	7		negative regulation of neuron projection development			ISO	Q9BZG2 	J:164563 	
MGI:3644563	Acp4	acid phosphatase 4	7		odontogenesis			ISO	Q9BZG2 	J:164563 	
MGI:87883	Acp5	acid phosphatase 5, tartrate resistant	9		bone morphogenesis			IMP	MGI:2180086 	J:36232 	
MGI:1931010	Acp6	acid phosphatase 6, lysophosphatidic	3		hematopoietic progenitor cell differentiation			IGI	MGI:1343184 	J:202604 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		dendritic spine development			ISO	RGD:69401 	J:155856 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		neuron differentiation		PR:Q9QUJ7-1	IMP		J:182593 	
MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	11		neuroblast proliferation			IDA		J:83907 	
MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	11		positive regulation of neuron projection development			ISO	RGD:69403 	J:155856 	
MGI:87902	Acta1	actin, alpha 1, skeletal muscle	8		skeletal muscle fiber development			IDA		J:31010 	
MGI:87904	Actb	actin, beta	5		axonogenesis			IBA	PTN000748531 	J:265628 	
MGI:87904	Actb	actin, beta	5		axonogenesis			ISO	RGD:628837 	J:155856 	
MGI:87905	Actc1	actin, alpha, cardiac muscle 1	2		cardiac muscle tissue morphogenesis			IMP	MGI:2180072 	J:102007 	
MGI:87905	Actc1	actin, alpha, cardiac muscle 1	2		cardiac myofibril assembly			IMP	MGI:2180072 	J:40165 	
MGI:1861453	Actl6a	actin-like 6A	3		nervous system development			IBA	PTN000940400 	J:265628 	
MGI:1861453	Actl6a	actin-like 6A	3		nervous system development			IMP		J:132090 	
MGI:1933548	Actl6b	actin-like 6B	5		dendrite development			ISO	O94805 	J:164563 	
MGI:1933548	Actl6b	actin-like 6B	5		nervous system development			IBA	PTN000940400 	J:265628 	
MGI:1933548	Actl6b	actin-like 6B	5		nervous system development			IMP		J:132090 J:132101 	
MGI:1933548	Actl6b	actin-like 6B	5		neuron maturation			ISO	O94805 	J:164563 	
MGI:2137706	Actn1	actinin, alpha 1	12		platelet formation			ISO	P12814 	J:164563 	
MGI:109192	Actn2	actinin alpha 2	13		cardiac muscle cell development	uses UniProtKB:P58390		IMP		J:153742 	
MGI:99678	Actn3	actinin alpha 3	19		bone morphogenesis			IMP		J:176471 	
MGI:99678	Actn3	actinin alpha 3	19		positive regulation of bone mineralization involved in bone maturation			IMP		J:176471 	
MGI:99678	Actn3	actinin alpha 3	19		positive regulation of skeletal muscle fiber development	results in the development of UBERON:0006908		IMP		J:133465 	
MGI:99678	Actn3	actinin alpha 3	19		positive regulation of skeletal muscle tissue growth			IMP		J:133465 J:207120 	
MGI:1913963	Actr2	ARP2 actin-related protein 2	11		positive regulation of dendritic spine morphogenesis			ISO	RGD:1310826 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		astrocyte differentiation			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		negative regulation of axon extension			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		positive regulation of astrocyte differentiation			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		positive regulation of dendrite morphogenesis			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		positive regulation of dendritic spine morphogenesis			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		positive regulation of neuron differentiation			ISO	RGD:71024 	J:155856 	
MGI:1921367	Actr3	ARP3 actin-related protein 3	1		positive regulation of synapse assembly			ISO	RGD:71024 	J:155856 	
MGI:87911	Acvr1	activin A receptor, type 1	2		angiogenesis			IBA	PTN000583838 	J:265628 	
MGI:87911	Acvr1	activin A receptor, type 1	2		atrial septum primum morphogenesis			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		atrial septum primum morphogenesis			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		atrioventricular valve morphogenesis			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		BMP signaling pathway involved in heart development			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		branching involved in blood vessel morphogenesis	happens in outflow tract|happens in aortico-pulmonary spiral septum		IMP	MGI:2386570 MGI:2651395 	J:119667 	
MGI:87911	Acvr1	activin A receptor, type 1	2		cardiac muscle cell fate commitment			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		embryonic heart tube morphogenesis			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		endocardial cushion cell fate commitment			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		endocardial cushion fusion	happens in atrioventricular canal		IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		endocardial cushion morphogenesis			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		heart development			IBA	PTN000583838 	J:265628 	
MGI:87911	Acvr1	activin A receptor, type 1	2		heart development	results in the development of outflow tract		IMP	MGI:2651395 	J:90988 	
MGI:87911	Acvr1	activin A receptor, type 1	2		heart development			IMP	MGI:2136412 MGI:2651395 	J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		heart development	results in the development of outflow tract		IMP	MGI:2386570 MGI:2651395 	J:119667 	
MGI:87911	Acvr1	activin A receptor, type 1	2		mitral valve morphogenesis			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		neural crest cell migration	happens in outflow tract		IMP	MGI:2651395 	J:90988 	
MGI:87911	Acvr1	activin A receptor, type 1	2	NOT	outflow tract septum morphogenesis			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		pharyngeal system development	results in the development of branchial arch artery		IMP	MGI:2386570 MGI:2651395 	J:119667 	
MGI:87911	Acvr1	activin A receptor, type 1	2		positive regulation of bone mineralization			ISO	Q04771 	J:164563 	
MGI:87911	Acvr1	activin A receptor, type 1	2		positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation			IMP		J:103532 	
MGI:87911	Acvr1	activin A receptor, type 1	2		urogenital system development			ISO	P80201 	J:73065 	
MGI:87911	Acvr1	activin A receptor, type 1	2		ventricular septum morphogenesis			IMP		J:103532 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		hair follicle development			IMP		J:100691 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		nervous system development			IBA	PTN001147434 	J:265628 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		positive regulation of erythrocyte differentiation			ISO	P36896 	J:164563 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		nervous system development			IBA	PTN001147434 	J:265628 	
MGI:102806	Acvr2a	activin receptor IIA	2		embryonic skeletal system development			IMP	MGI:1861779 	J:23924 	
MGI:102806	Acvr2a	activin receptor IIA	2		male gonad development			IMP	MGI:1861779 	J:23924 	
MGI:102806	Acvr2a	activin receptor IIA	2		positive regulation of bone mineralization			ISO	P27037 	J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		positive regulation of erythrocyte differentiation			ISO	P27037 	J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		Sertoli cell proliferation			IMP	MGI:1861779 	J:71932 	
MGI:87912	Acvr2b	activin receptor IIB	9		artery development	happens at the same time as retina vasculature development in camera-type eye		IMP		J:157791 	
MGI:87912	Acvr2b	activin receptor IIB	9		embryonic foregut morphogenesis			IMP	MGI:1857709 	J:63870 	
MGI:87912	Acvr2b	activin receptor IIB	9		heart development			IGI	MGI:108051 	J:125512 	
MGI:87912	Acvr2b	activin receptor IIB	9		heart development			IMP	MGI:1857709 	J:42018 	
MGI:87912	Acvr2b	activin receptor IIB	9		kidney development			IGI	MGI:98728 	J:116889 	
MGI:87912	Acvr2b	activin receptor IIB	9		kidney development			IMP	MGI:1857709 	J:116889 	
MGI:87912	Acvr2b	activin receptor IIB	9		lung development			IGI	MGI:108051 	J:125512 	
MGI:87912	Acvr2b	activin receptor IIB	9		lymphangiogenesis			IMP		J:157791 	
MGI:87912	Acvr2b	activin receptor IIB	9		lymphatic endothelial cell differentiation			IMP		J:157791 	
MGI:87912	Acvr2b	activin receptor IIB	9		odontogenesis of dentin-containing tooth			IGI	MGI:1857709 MGI:2179547 	J:104362 	
MGI:87912	Acvr2b	activin receptor IIB	9		odontogenesis of dentin-containing tooth			IMP	MGI:1857709 	J:104362 	
MGI:87912	Acvr2b	activin receptor IIB	9		odontogenesis of dentin-containing tooth			IMP	MGI:1857709 MGI:2179547 	J:73527 	
MGI:87912	Acvr2b	activin receptor IIB	9		pancreas development	results in the development of pancreas		IGI	MGI:108051 	J:125512 	
MGI:87912	Acvr2b	activin receptor IIB	9		positive regulation of bone mineralization			ISO	Q13705 	J:164563 	
MGI:87912	Acvr2b	activin receptor IIB	9		retina vasculature development in camera-type eye			IMP		J:157791 	
MGI:87912	Acvr2b	activin receptor IIB	9		skeletal system development	results in the development of vertebra|results in the development of rib		IGI	MGI:98728 	J:116889 	
MGI:87912	Acvr2b	activin receptor IIB	9		skeletal system development	results in the development of vertebra|results in the development of rib		IMP	MGI:1857709 	J:116889 	
MGI:87912	Acvr2b	activin receptor IIB	9		skeletal system morphogenesis	has the participant vertebra|has the participant rib		IGI	MGI:98728 	J:116889 	
MGI:87912	Acvr2b	activin receptor IIB	9		skeletal system morphogenesis	has the participant vertebral column|has the participant rib		IMP	MGI:1857709 	J:114533 	
MGI:87912	Acvr2b	activin receptor IIB	9		venous blood vessel development	happens at the same time as retina vasculature development in camera-type eye		IMP		J:157791 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		angiogenesis			IBA	PTN000583838 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		angiogenesis			IMP	MGI:2155980 	J:61177 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		angiogenesis			IMP	MGI:2155981 	J:65521 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		angiogenesis			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		artery development	happens at the same time as retina vasculature development in camera-type eye		IMP		J:157791 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		blood vessel morphogenesis	has the participant extraembryonic vascular system		IMP	MGI:2680088 	J:122868 	
