"tissue","gene","padj","direction","pvalue","direction2","lfc","logpadj"
"hypothalamus","DHFR",9.12008523492649e-05,"male",1.05730481396523e-06,"male",1.02822859290624,4.04000110280259
"hypothalamus","DHX29",0.386465676343435,"NS",0.00960880755618748,"male",0.438967122105236,0.412889071568641
"hypothalamus","DIMT1",2.83512775851833e-06,"male",2.25321856127232e-08,"male",0.844664086247583,5.54742736584714
"hypothalamus","DIRAS2",1,"NS",0.033254658652696,"male",0.447298352932891,0
"hypothalamus","DMB2",1,"NS",0.0443135995924028,"female",-1.03951688675281,0
"hypothalamus","DMGDH",0.511659907959036,"NS",0.0134462490282195,"male",0.971450107532125,0.291018611627268
"hypothalamus","DNAI1",0.00132146317758895,"male",1.95593893584074e-05,"male",0.959787099168344,2.87894493392669
"hypothalamus","DNAJA1",3.60818329811969e-14,"male",3.42007895556368e-17,"male",0.97352268268371,13.4427114081202
"hypothalamus","DNAJC21",0.0267260871311535,"male",0.000508604355904562,"male",0.502724882318912,1.573064620059
"hypothalamus","DTWD2",2.10697378237443e-05,"male",2.07394429909259e-07,"male",1.00505550148677,4.67634086839805
"hypothalamus","ELAVL2",1,"NS",0.0402786329060173,"male",0.28195813698052,0
"hypothalamus","ELOVL7",0.876984285906449,"NS",0.0255773761839285,"male",0.526677923142349,0.0570081883959428
"hypothalamus","EMB",3.22633689154653e-05,"male",3.36395315706273e-07,"male",1.486557906453,4.49129028589294
"hypothalamus","ENC1",0.00779988003571017,"male",0.0001342159452007,"male",0.553266691625082,2.10791207682615
"hypothalamus","ENHO",0.29841267203371,"NS",0.0071149065807527,"female",-0.66767962067907,0.525182738580525
"hypothalamus","ENS-3",0.00208270408276937,"female",3.20416012733749e-05,"female",-3.66344527043149,2.68137243161243
"hypothalamus","EPB41L4A",1,"NS",0.0476986865694076,"male",0.426753698302659,0
"hypothalamus","EPG5",0.0453809205503984,"male",0.000900008048830358,"male",0.412528343977142,1.34312669871324
"hypothalamus","ERBB2IP",0.00463076918279568,"male",7.63072428225901e-05,"male",0.489354681899441,2.33434686554819
"hypothalamus","ERCC6L2",3.27739119213553e-06,"male",2.65250034507506e-08,"male",0.908895915031823,5.48447171777351
"hypothalamus","ERCC8",8.92548786637142e-08,"male",5.46657660062121e-10,"male",0.950057253602019,7.04936803606929
"hypothalamus","ERICH5",1,"NS",0.0389838054981072,"female",-0.863197737392993,0
"hypothalamus","F2R",0.00798172102416706,"male",0.000137949030388528,"male",1.16915860806071,2.0979034556778
"hypothalamus","F2RL1",0.41747560833568,"NS",0.0105624525040088,"male",0.740211460485619,0.379368893772412
"hypothalamus","F2RL2",0.745429387441512,"NS",0.0208165844250893,"male",0.844036583783964,0.127593489832642
"hypothalamus","FAM114A1",0.599607322242306,"NS",0.0162197824682388,"female",-0.570553983766237,0.222133072304725
"hypothalamus","FAM172A",0.0790343952710387,"male",0.00162246942476431,"male",0.502648898759871,1.10218386534813
"hypothalamus","FAM174A",6.80107647291499e-05,"male",7.63802351346771e-07,"male",0.869797301528676,4.16742234181633
"hypothalamus","FBP1",0.00122903106402542,"male",1.80120484046015e-05,"male",1.05073493629909,2.91043714008805
"hypothalamus","FBXO4",0.00120394807406649,"male",1.75566616706743e-05,"male",0.873374953509292,2.91939224367014
"hypothalamus","FCHO2",0.491232527012731,"NS",0.0128034258215601,"male",0.436554958029435,0.30871288406061
"hypothalamus","FEM1C",8.46521955997126e-06,"male",7.4684036949072e-08,"male",0.60138158792295,5.07236177323758
"hypothalamus","FER",0.00152052098161455,"male",2.27274372024049e-05,"male",0.581010820925235,2.81800758266451
"hypothalamus","FGF10",0.0257134059073605,"male",0.00048745793189309,"male",0.591229218860344,1.58984039442654
"hypothalamus","FKTN",6.84728849363489e-14,"male",8.48734264613876e-17,"male",0.8922203969172,13.1644813738189
"hypothalamus","FOCAD",9.32779038568083e-16,"male",5.44092767666399e-19,"male",1.03027057718584,15.0302212219509
"hypothalamus","FOLR1",0.312690063817019,"NS",0.00752371280055531,"female",-1.03716293345607,0.504885918878591
"hypothalamus","FREM3",3.29518172832892e-05,"male",3.48378673428868e-07,"male",0.973565954529444,4.48212062919316
"hypothalamus","FRMD3",0.0790343952710387,"male",0.00162742093660071,"male",0.476573169522312,1.10218386534813
"hypothalamus","FSD1L",0.0898500559066455,"male",0.00189330413102592,"male",0.489859689545074,1.04648164832752
"hypothalamus","FXN",1.74641612008749e-09,"male",6.49414670976756e-12,"male",1.02635607867384,8.75785226857655
"hypothalamus","GADD45B",0.0095776933903644,"male",0.000171685541850168,"male",0.837723759434504,2.01873907009193
"hypothalamus","GAK",0.000440305326990233,"male",5.90712214117411e-06,"male",0.563784199345479,3.35624606024007
"hypothalamus","GALT",0.00233807507831816,"male",3.63113373446422e-05,"male",0.910337355734518,2.63114154724784
"hypothalamus","GAS1",0.000548687412046916,"male",7.64121733145906e-06,"male",0.726927622756589,3.2606750032471
"hypothalamus","GBA2",0.0335565275307121,"male",0.000650822918204115,"male",0.454928532604021,1.47422298682654
"hypothalamus","GCNT4",0.583053333838252,"NS",0.0156869617343285,"male",0.682170594098889,0.234291717055327
"hypothalamus","GDF2",0.635238807717259,"NS",0.0173225894339231,"male",1.96038608520739,0.197062978051627
"hypothalamus","GFM2",1.45824040982569e-13,"male",2.02016535083399e-16,"male",1.03114188949897,12.836170871043
"hypothalamus","GIN1",0.0255623794899382,"male",0.000482731045416988,"male",0.597353910165342,1.59239872206093
"hypothalamus","GLDC",0.773949125897007,"NS",0.0217258777594129,"male",0.33188948418327,0.111287585917044
"hypothalamus","GNAQ",4.24941141531161e-10,"male",1.36328182481743e-12,"male",0.812665710625009,9.3716712197813
"hypothalamus","GNE",0.000301527269521772,"male",3.93535408271215e-06,"male",0.701074135229938,3.52067340502537
"hypothalamus","GNG10",0.000169045259565821,"male",2.07069658090106e-06,"male",1.18737441549853,3.77199700338547
"hypothalamus","GOLM1",0.0384535045892013,"male",0.000751406433095585,"male",0.712948818564713,1.41506407317355
"hypothalamus","GPX8",0.329475168113689,"NS",0.0079996522772044,"male",0.634009944355303,0.482177311745502
"hypothalamus","GRHPR",6.01945463423199e-05,"male",6.62793292079303e-07,"male",0.991955659544464,4.2204428542692
"hypothalamus","GRIN3A",0.00250782666121626,"male",3.91305071454816e-05,"male",0.566782673932587,2.60070248485841
"hypothalamus","GRP",0.00294228223196964,"male",4.65530619276275e-05,"male",1.30490696054433,2.53131567086473
"hypothalamus","GTF2H2",3.78514518326532e-10,"male",1.18673892001756e-12,"male",1.01469901794597,9.42191745801813
"hypothalamus","GVIN1",0.128636129324596,"NS",0.00279501031999486,"female",-1.18465659160461,0.890637036368167
"hypothalamus","HABP4",1.03299796349846e-07,"male",6.47742069711026e-10,"male",0.834616612471649,6.98590053466843
"hypothalamus","HAUS6",2.00150665148388e-05,"male",1.95553693983843e-07,"male",0.950817912080223,4.69864296229235
"hypothalamus","HDHD2",3.26232891407844e-09,"male",1.35583483851601e-11,"male",0.957851280353004,8.48647225470958
"hypothalamus","HINT1",0.000168024508124028,"male",2.04594187799582e-06,"male",0.950925624046376,3.77462736728164
"hypothalamus","HINT2",0.400002925081941,"NS",0.0100037187971641,"male",0.764035540189602,0.397936832816285
"hypothalamus","HJURP",0.00798172102416706,"female",0.000139672843295669,"female",-1.52053783391786,2.0979034556778
"hypothalamus","HNRNPK",4.37213562913441e-14,"male",4.46298934071321e-17,"male",0.591838343456472,13.3593063741535
"hypothalamus","HOOK3",0.000344151384751243,"male",4.5669378071255e-06,"male",0.859603337854896,3.46325047864951
"hypothalamus","HSD17B4",6.27916663002732e-11,"male",1.60241219140325e-13,"male",1.05454062665641,10.2020979919311
"hypothalamus","HSDL2",2.86808921482275e-07,"male",1.96573376735937e-09,"male",0.991127065156724,6.54240734362397
"hypothalamus","HTR5A",1,"NS",0.0322743155485198,"male",0.982536527921144,0
"hypothalamus","IDNK",1.5995513743485e-10,"male",4.54848732042227e-13,"male",1.02945395905441,9.79600180669725
"hypothalamus","IDUA",6.82281933944275e-05,"male",7.76055280315762e-07,"male",0.951185273607723,4.16603612819567
"hypothalamus","IER3IP1",1.323590006019e-05,"male",1.21598498547863e-07,"male",0.816545653577869,4.87824652071073
"hypothalamus","IFI30",0.366175009884197,"NS",0.00905091712364146,"female",-0.825482251861152,0.436311298045596
"hypothalamus","IFIT5",1,"NS",0.0371879710278016,"female",-0.957147356036335,0
"hypothalamus","IFT74",0.000150746450631093,"male",1.82456513341315e-06,"male",0.919962964137802,3.82175290465698
"hypothalamus","IGJ",0.566339503907644,"NS",0.0151546917924977,"female",-2.15280166380534,0.246923143952252
"hypothalamus","IGLL1",0.116245054587334,"NS",0.00250882509353633,"female",-3.13558894993456,0.934625514232565
"hypothalamus","IKBKAP",2.36290677831938e-13,"male",3.61801256614707e-16,"male",0.907865296687664,12.6265534118675
"hypothalamus","IL16",0.831654127640848,"NS",0.023830847405239,"female",-0.987526407817476,0.0800572526609834
"hypothalamus","IL31RA",0.221067739221236,"NS",0.00501291045554535,"male",1.07432718795015,0.655474630105365
"hypothalamus","IL6ST",0.00047810272752705,"male",6.54977924396484e-06,"male",0.491491370395568,3.32047877869164
"hypothalamus","INIP",4.3348020956162e-10,"male",1.42228286039175e-12,"male",1.10342754941964,9.36303072534897
"hypothalamus","INSC",0.557810890622805,"NS",0.0148044596563399,"female",-1.22902676772171,0.253513010881699
"hypothalamus","IRF1",0.166840811930953,"NS",0.0036859472121822,"female",-0.837124385359799,0.777697705326598
"hypothalamus","ISCA1",0.530244880496481,"NS",0.0139955265577635,"male",0.466232243051179,0.275523515895533
"hypothalamus","ISL1",0.717733806625592,"NS",0.019938503851575,"male",0.547127529449319,0.14403659719089
"hypothalamus","ISOC1",0.0139738281632203,"male",0.000256755719805433,"male",0.535647661261864,1.85468460158719
"hypothalamus","ITGA2",7.23463408525037e-08,"male",4.27273321841254e-10,"male",0.819895650769843,7.14058342982143
"hypothalamus","ITGA4",0.306934945185277,"NS",0.00736285796324871,"female",-0.719833417665161,0.51295366341841
"hypothalamus","KATNAL2",0.00119577507636424,"male",1.7350290936674e-05,"male",0.83400094902199,2.92235050285623
"hypothalamus","KIAA0020",2.21425771419128e-08,"male",1.16242475699433e-10,"male",1.05580569539265,7.65477183362098
"hypothalamus","KIAA0825",2.20280420101064e-09,"male",8.512477043643e-12,"male",0.961051617882709,8.65702410393853
"hypothalamus","KIAA1328",1.37952876310285e-08,"male",6.53805100996611e-11,"male",0.857849097800002,7.86026924007307
"hypothalamus","KIAA2026",0.000233809726606906,"male",2.93221093520874e-06,"male",0.734298835931073,3.63113742592079
"hypothalamus","KIF24",0.196623888535933,"NS",0.00437260561454316,"male",0.754460436047509,0.706363719316276
"hypothalamus","KIF27",0.0790343952710387,"male",0.0016308227387316,"male",0.453514307096139,1.10218386534813
"hypothalamus","KIF2A",0.0777344178731336,"male",0.00158699504225136,"male",0.402920806620113,1.10938664937413
"hypothalamus","KL",0.898579263886868,"NS",0.0262727148974578,"female",-0.823896764015466,0.0464436076475308
"hypothalamus","KLF4",0.901842104625052,"NS",0.0264338699277631,"male",0.669315607796889,0.044869492494232
"hypothalamus","KLHL6",0.431111144531026,"NS",0.0110017426602887,"female",-0.619740104292975,0.365410750178428
"hypothalamus","LAT2",0.815911249071289,"NS",0.0232607581762212,"female",-0.545598737781327,0.0883570791564885
"hypothalamus","LHFPL2",5.64298284645718e-05,"male",6.13054643909676e-07,"male",0.635719640160297,4.24849126989659
"hypothalamus","LIFR",1,"NS",0.0476673620526147,"male",0.445508504823175,0
"hypothalamus","LMBRD2",0.00586279138637857,"male",9.87462493804921e-05,"male",0.522025381543507,2.23189555888641
"hypothalamus","LMNB1",0.00776723742900738,"male",0.000133087918032573,"male",0.533508501081011,2.1097334191236
"hypothalamus","LNPEP",3.10393059159853e-05,"male",3.21369408681729e-07,"male",0.604297302077781,4.5080879987614
"hypothalamus","LOC100858693",0.211540360468114,"NS",0.00476602051656196,"female",-2.32957250678418,0.674606759937452
"hypothalamus","LOC100858777",0.793839416079715,"NS",0.0224284129884382,"male",1.39324272367943,0.100267341104175
"hypothalamus","LOC100858799",0.453776587475087,"NS",0.0116860038071423,"male",0.518978663506899,0.343157915222081
"hypothalamus","LOC100858941",0.404599096219464,"NS",0.0101481654465545,"male",0.627896914803347,0.392975091677271
"hypothalamus","LOC100859284",1.43050945371972e-06,"male",1.09517676004791e-08,"male",1.22617913483001,5.84450926775404
"hypothalamus","LOC100859353",0.151035507118006,"NS",0.00331474208111702,"male",1.88994194214272,0.820920941894519
"hypothalamus","LOC100859478",0.0448310402537989,"female",0.000885401261287604,"female",-1.03441229297452,1.34842118370295
"hypothalamus","LOC101748788",0.0121027458527532,"male",0.000219729035168469,"male",1.18361723562842,1.91711608642642
"hypothalamus","LOC101750188",1.67860693300173e-16,"female",7.34352285673379e-20,"female",-6.96844070382311,15.7750509874911
"hypothalamus","LOC101750393",0.102107457697049,"NS",0.00218136967591946,"male",1.14518492831416,0.990942536871028
"hypothalamus","LOC101750937",0.84859459731705,"NS",0.0245018928572769,"female",-1.59891571518113,0.0712997375503853
"hypothalamus","LOC101751993",1,"NS",0.0305490258291984,"female",-2.27238323544517,0
"hypothalamus","LOC107049275",4.17040787658499e-06,"female",3.55769392315307e-08,"female",-3.29097867755872,5.37982146783498
"hypothalamus","LOC107049315",3.25280444337329e-06,"male",2.60888435122903e-08,"male",1.00553505904657,5.48774204545371
"hypothalamus","LOC107049322",1.76053999082314e-09,"male",6.67503314056166e-12,"male",1.03172406613741,8.75435410544381
"hypothalamus","LOC107049324",1.84569662942442e-05,"male",1.78984798916112e-07,"male",0.950372076760866,4.73383968088008
"hypothalamus","LOC107049327",8.43871544708123e-08,"female",5.10691492604989e-10,"female",-5.24667752383171,7.07372365724903
"hypothalamus","LOC107049346",5.94704743781438e-11,"male",1.43093376192399e-13,"male",1.02242753475551,10.22569859725
"hypothalamus","LOC107049632",1.86759353474301e-06,"female",1.45703615178638e-08,"female",-11.4895346259371,5.72871763818431
"hypothalamus","LOC107050350",0.000276852298244092,"male",3.55275278825813e-06,"male",1.14275790344063,3.55775186691244
"hypothalamus","LOC107052324",0.00721419967494286,"male",0.000123085871231253,"male",0.865428102533147,2.14181184142911
"hypothalamus","LOC107052389",0.0134168553744901,"male",0.000245543616405178,"male",0.938979408163717,1.87234926162894
"hypothalamus","LOC107054158",1,"NS",0.0401890080844211,"male",2.61085041424526,0
"hypothalamus","LOC107055438",0.00717889775136005,"female",0.000121960129498133,"female",-0.917663087962347,2.14394223225491
"hypothalamus","LOC107055731",1.64322807250484e-10,"female",4.79249893548622e-13,"female",-1.82163728835798,9.78430215430315
"hypothalamus","LOC107055930",0.453776587475087,"NS",0.011712498138256,"male",2.23770133749045,0.343157915222081
"hypothalamus","LOC107056071",1,"NS",0.0348668419383844,"male",2.27734699361316,0
"hypothalamus","LOC107057578",0.943821684064574,"NS",0.0281460494919731,"female",-1.29891257824369,0.025110049072526
"hypothalamus","LOC416633",1,"NS",0.0364129331006544,"female",-0.790479003889703,0
"hypothalamus","LOC417345",0.0826842545785857,"female",0.00171216393002686,"female",-0.741296971874913,1.08257718453068
"hypothalamus","LOC427201",0.411329853241865,"NS",0.0103469777155263,"male",0.618051261355385,0.385809769392573
"hypothalamus","LOC427470",0.464634150170956,"NS",0.0120266221881655,"male",1.60004773985607,0.332888873128663
"hypothalamus","LOC428278",0.331596082055384,"NS",0.00807532565851246,"female",-0.986102467815321,0.479390609460061
"hypothalamus","LOC768709",3.76524474355515e-06,"male",3.07478972860501e-08,"male",1.11913261020624,5.42420678909916
"hypothalamus","LOC769866",1,"NS",0.0481576136403616,"female",-1.27086667851262,0
"hypothalamus","LOC772243",1,"NS",0.0449800715904413,"female",-0.915824957222754,0
"hypothalamus","LRRC70",1.11195065009878e-09,"male",3.89162458656519e-12,"male",0.956222762718041,8.95391448691347
"hypothalamus","LYRM7",2.83852997913017e-05,"male",2.8816610261527e-07,"male",1.02147266095241,4.54690651461382
"hypothalamus","MAP3K1",0.00184905116238027,"male",2.8312121334295e-05,"male",0.606465002063887,2.73305107194952
"hypothalamus","MARCO",0.932597602156297,"NS",0.0275770175909252,"female",-1.1586999911869,0.0303057055141959
"hypothalamus","MCC",0.0765068327011404,"male",0.00155635481761707,"male",0.737229235468793,1.11629977697853
"hypothalamus","MCCC2",2.28750835744915e-11,"male",4.83687512694315e-14,"male",1.03276143019173,10.6406373105566
"hypothalamus","MCOLN2",1,"NS",0.0371781519191201,"female",-1.22518729618968,0
"hypothalamus","MED18",5.78976961913941e-07,"male",4.2214871448337e-09,"male",0.903587150063455,6.23733871695081
"hypothalamus","MEGF6",0.449814536901082,"NS",0.011544638497206,"female",-0.966977076227074,0.346966513342566
