row,column,cor,p,sex,tissue,direction
CRHBP,FSHB,0.7028616822644329,0,female,gonads,positive
CRHBP,GABRQ,0.6681412034504657,0,female,hypothalamus,positive
CRHBP,GABRQ,0.5233996282264476,3.3573144264664734e-13,female,pituitary,positive
CRHBP,GABRQ,0.6293352795660986,0,female,gonads,positive
CRHBP,GABRQ,0.5363516691576409,1.8962609260597674e-13,male,hypothalamus,positive
CRHBP,GABRQ,0.7223947504217326,0,male,pituitary,positive
CRHBP,GAL,0.7715033209107397,0,female,gonads,positive
CRHBP,GNRHR,0.7192630907941743,0,female,gonads,positive
CRHBP,HTR2C,0.8243801162167477,0,female,hypothalamus,positive
CRHBP,HTR2C,0.6756337621819907,0,female,gonads,positive
CRHBP,HTR2C,0.7750863322619541,0,male,hypothalamus,positive
CRHBP,LHCGR,0.517928581121925,1.0460521338018225e-12,male,pituitary,positive
CRHBP,LHCGR,-0.6591156992048965,0,male,hypothalamus,negative
CRHBP,MC4R,0.664270143836844,0,female,pituitary,positive
CRHBP,MC4R,0.8237009230675265,0,male,pituitary,positive
CRHBP,MC5R,0.5732104008840183,4.440892098500626e-16,female,gonads,positive
CRHBP,MC5R,0.5015105306800216,6.814104835939361e-12,male,pituitary,positive
CRHBP,NPVF,-0.6812250683238091,0,female,hypothalamus,negative
CRHBP,NPVF,-0.5315912721902037,3.375077994860476e-13,male,hypothalamus,negative
CRHBP,NPY,0.6531787997875085,0,female,pituitary,positive
CRHBP,NPY,0.7296616683105016,0,male,pituitary,positive
CRHBP,OPRM1,0.5510520445864429,1.7319479184152442e-14,male,pituitary,positive
CRHBP,OXT,0.5255418157736274,4.2366110619695974e-13,male,pituitary,positive
CRHBP,PGR,0.5164325199473242,1.709299368712891e-12,male,gonads,positive
CRHBP,PGR,-0.5199259367998167,3.708144902248023e-13,female,gonads,negative
CRHBP,PRLHR,0.7620842366062649,0,female,gonads,positive
CRHBP,SERPINA4,0.6832384736835699,0,female,hypothalamus,positive
CRHBP,SERPINA4,0.5867034952913619,0,female,gonads,positive
CRHBP,SERPINA4,0.5781024830350394,8.881784197001252e-16,male,hypothalamus,positive
CRHBP,VIP,0.6943447334655659,0,female,pituitary,positive
CRHBP,VIP,0.5007059425316102,3.568700890355103e-12,female,gonads,positive
CRHBP,VIP,0.7308763117329444,0,male,pituitary,positive
CRHR1,CRHR2,0.5096497986236953,1.7204015989591426e-12,female,hypothalamus,positive
CRHR1,CRHR2,0.5624665345847714,1.3322676295501878e-15,female,gonads,positive
CRHR1,DRD1,0.6227728404551219,0,female,gonads,positive
CRHR1,ESR1,-0.5638183271010594,1.3322676295501878e-15,female,gonads,negative
CRHR1,ESR2,0.7337858162014619,0,female,gonads,positive
CRHR1,FSHB,0.6808730909585462,0,female,gonads,positive
CRHR1,GABRQ,0.6818686041425018,0,female,gonads,positive
CRHR1,GAL,0.7303634908735954,0,female,gonads,positive
CRHR1,GNRHR,0.7157686641239107,0,female,gonads,positive
CRHR1,HTR2C,0.7250336830441064,0,female,gonads,positive
CRHR1,PGR,-0.5502361027144206,7.549516567451064e-15,female,gonads,negative
CRHR1,POMC,0.6985757127538916,0,female,pituitary,positive
CRHR1,POMC,0.7093080876540506,0,male,pituitary,positive
CRHR1,PRLHR,0.733702391032676,0,female,gonads,positive
CRHR1,SERPINA4,0.5584606977896959,2.6645352591003757e-15,female,gonads,positive
CRHR2,DIO2,0.5181323681722757,6.334932578511143e-13,female,pituitary,positive
CRHR2,DRD1,0.7828185752941741,0,female,hypothalamus,positive
CRHR2,DRD1,0.7761094539235638,0,male,hypothalamus,positive
CRHR2,ESR2,0.5908433858730211,0,female,gonads,positive
CRHR2,FSHB,0.5569367276973644,3.1086244689504383e-15,female,gonads,positive
CRHR2,GABRQ,0.6820159707819361,0,female,hypothalamus,positive
CRHR2,GABRQ,0.5588927692966025,1.0880185641326534e-14,male,hypothalamus,positive
CRHR2,GAL,0.6188708113399378,0,female,gonads,positive
CRHR2,GNRHR,0.5580319352230327,2.6645352591003757e-15,female,gonads,positive
CRHR2,HTR2C,0.8599034848820786,0,female,hypothalamus,positive
CRHR2,HTR2C,0.551799688245659,6.217248937900877e-15,female,gonads,positive
CRHR2,HTR2C,0.8272999018389438,0,male,hypothalamus,positive
CRHR2,LHCGR,-0.5664615408149679,3.9968028886505635e-15,male,hypothalamus,negative
CRHR2,NPVF,-0.6030408644992189,0,female,hypothalamus,negative
CRHR2,NPVF,-0.5648860117905338,4.884981308350689e-15,male,hypothalamus,negative
CRHR2,PRLHR,0.6717591115270158,0,female,gonads,positive
CRHR2,SERPINA4,0.5347553089714155,8.237854842718662e-14,female,hypothalamus,positive
CRHR2,VIPR1,0.5863927369813653,2.220446049250313e-16,male,hypothalamus,positive
DIO2,DRD1,-0.5002780381483918,3.747224752714828e-12,female,gonads,negative
DIO2,ESR1,0.6209468182711694,0,female,gonads,positive
DIO2,ESR2,-0.5662474494115985,8.881784197001252e-16,female,gonads,negative
DIO2,GAL,-0.56144604230699,1.7763568394002505e-15,female,gonads,negative
DIO2,PGR,0.715840300074891,0,female,gonads,positive
DIO3,ESR2,0.5212366960524987,3.1596947280831955e-13,female,gonads,positive
DIO3,LHCGR,0.6487509926939249,0,female,gonads,positive
DRD1,DRD4,0.580992043665627,4.440892098500626e-16,male,hypothalamus,positive
DRD1,ESR2,0.7936115743409778,0,female,gonads,positive
DRD1,FSHB,0.6157210615721865,0,female,gonads,positive
DRD1,GABRQ,0.8548622073788007,0,female,hypothalamus,positive
DRD1,GABRQ,0.6341170200750161,0,female,gonads,positive
DRD1,GABRQ,0.7994841601762929,0,male,hypothalamus,positive
DRD1,GAL,0.5507709505157187,7.105427357601002e-15,female,gonads,positive
DRD1,GNRHR,0.6278518516404692,0,female,gonads,positive
DRD1,HTR2C,0.8887938121241044,0,female,hypothalamus,positive
DRD1,HTR2C,0.5113872094058713,1.0316192344816955e-12,female,gonads,positive
DRD1,HTR2C,0.8729054839491893,0,male,hypothalamus,positive
DRD1,LHCGR,-0.5609986170563886,8.215650382226158e-15,male,hypothalamus,negative
DRD1,MC5R,0.5051743742746538,2.134514787144326e-12,female,gonads,positive
DRD1,NPVF,-0.7417715448969874,0,female,hypothalamus,negative
DRD1,NPVF,-0.7615261239646469,0,male,hypothalamus,negative
DRD1,PGR,-0.5354245345963388,5.3734794391857577e-14,female,gonads,negative
DRD1,POMC,-0.5098179713764223,1.6870949082203879e-12,female,hypothalamus,negative
DRD1,PRLHR,0.653689868226184,0,female,gonads,positive
DRD1,SERPINA4,0.7533409543431994,0,female,hypothalamus,positive
DRD1,VIPR1,0.7325701885612902,0,male,hypothalamus,positive
DRD4,GABRQ,0.5000862498434798,1.2398082560594048e-11,male,hypothalamus,positive
DRD4,HTR2C,0.5318564526981656,3.270717030545711e-13,male,hypothalamus,positive
DRD4,NPVF,-0.5169546420681255,1.886046874233216e-12,male,hypothalamus,negative
e2t,PGR,0.5588786168685653,1.0880185641326534e-14,male,pituitary,positive
ESR1,GAL,-0.5043615740048758,2.3450130726132556e-12,female,gonads,negative
ESR1,GNRHR,-0.5507494797847066,1.021405182655144e-14,female,pituitary,negative
ESR1,PGR,0.8575494946086254,0,female,gonads,positive
ESR1,PGR,0.60519973449671,0,male,gonads,positive
ESR2,FSHB,0.7142308966763472,0,female,gonads,positive
ESR2,GABRQ,0.726782741573844,0,female,gonads,positive
ESR2,GAL,0.8005923749694164,0,female,gonads,positive
ESR2,GNRHR,0.7814160220124341,0,female,gonads,positive
ESR2,HTR2C,0.6822691882072053,0,female,gonads,positive
ESR2,MC4R,0.5695479975304822,8.881784197001252e-16,female,hypothalamus,positive
ESR2,MC5R,0.5902774367908066,0,female,gonads,positive
ESR2,PGR,0.5123760551570887,1.2516654379624015e-12,female,hypothalamus,positive
ESR2,PGR,0.6328795505978774,0,male,hypothalamus,positive
ESR2,PRLHR,0.526863645924183,2.19824158875781e-13,female,hypothalamus,positive
ESR2,PRLHR,0.79439221596731735,0,female,gonads,positive
ESR2,SERPINA4,0.5612813021245778,1.7763568394002505e-15,female,gonads,positive
ESR2,VIP,0.5207284535920608,3.361755318564974e-13,female,gonads,positive
FSHB,GABRQ,0.5972529552645223,0,female,gonads,positive
FSHB,GAL,0.6504468955706254,0,female,gonads,positive
FSHB,GNRHR,0.6064314342344618,0,female,gonads,positive
FSHB,HTR2C,0.5234222174528959,2.418065747633591e-13,female,gonads,positive
FSHB,MC5R,0.5065897009397394,1.8109957977685553e-12,female,gonads,positive
FSHB,POMC,0.5838408199930369,4.440892098500626e-16,male,hypothalamus,positive
FSHB,PRL,0.7925941183061072,0,female,hypothalamus,positive
FSHB,PRL,0.7482551380951723,0,male,hypothalamus,positive
FSHB,PRL,0.6991487024382997,0,male,gonads,positive
FSHB,PRLH,-0.5390917506920313,4.75175454539567e-14,female,pituitary,negative
FSHB,PRLHR,0.712205259848831,0,female,gonads,positive
FSHB,SERPINA4,0.5410472002715986,2.5979218776228663e-14,female,gonads,positive
FSHB,VIP,0.5142766325660104,7.318590178329032e-13,female,gonads,positive
FSHR,HTR2C,0.5325646648827623,1.0835776720341528e-13,female,hypothalamus,positive
GABRQ,GAL,0.6144239418667506,0,female,gonads,positive
GABRQ,GNRHR,0.6516754827276345,0,female,gonads,positive
GABRQ,HTR2C,0.8471173190214385,0,female,hypothalamus,positive
GABRQ,HTR2C,0.6577792760232735,0,female,gonads,positive
GABRQ,HTR2C,0.7929968783199884,0,male,hypothalamus,positive
GABRQ,MC4R,0.5652547192643427,1.3322676295501878e-15,female,pituitary,positive
GABRQ,MC4R,0.714433500798586,0,male,pituitary,positive
GABRQ,NPVF,-0.6652864089504288,0,female,hypothalamus,negative
GABRQ,NPVF,-0.7285612583035501,0,male,hypothalamus,negative
GABRQ,NPY,0.5818202842839205,0,female,pituitary,positive
GABRQ,NPY,0.71923791042946,0,male,pituitary,positive
GABRQ,NR3C1,0.5023972568533086,9.637179942956209e-12,male,hypothalamus,positive
GABRQ,NR3C2,0.6169763555237213,0,female,hypothalamus,positive
GABRQ,OPRM1,0.549203366520325,2.19824158875781e-14,male,pituitary,positive
GABRQ,OXT,0.5367063069382448,1.0791367799356522e-13,male,pituitary,positive
GABRQ,POMC,-0.5244952180498432,7.855938122247608e-13,male,hypothalamus,negative
GABRQ,PRL,-0.511521422382972,3.4983127505938683e-12,male,hypothalamus,negative
GABRQ,PRLHR,0.6861022727525472,0,female,gonads,positive
GABRQ,SERPINA4,0.6906974821770083,0,female,hypothalamus,positive
GABRQ,SERPINA4,0.5487539796044698,9.325873406851315e-15,female,gonads,positive
GABRQ,STAT5B,0.6006916729265566,0,male,hypothalamus,positive
GABRQ,VIP,0.5317869253902684,1.1945999744966684e-13,female,pituitary,positive
GABRQ,VIP,0.6746814671062026,0,male,pituitary,positive
GABRQ,VIPR1,0.6857801256032421,0,male,hypothalamus,positive
GAL,GNRHR,0.7462460808437186,0,female,gonads,positive
GAL,HTR2C,0.6717399751523023,0,female,gonads,positive
GAL,MC4R,0.5398752257725143,1.2301271112846734e-13,male,hypothalamus,positive
GAL,MC5R,0.5216620551235307,2.999822612537173e-13,female,gonads,positive
GAL,PGR,-0.5755863992281616,2.220446049250313e-16,female,gonads,negative
GAL,PRLHR,0.5556956286335237,5.3290705182007514e-15,female,hypothalamus,positive
GAL,PRLHR,0.7904721138739081,0,female,gonads,positive
GAL,SERPINA4,0.5808949006496196,0,female,gonads,positive
GAL,VIP,0.58982079776872,0,female,hypothalamus,positive
GAL,VIP,0.5816826718743614,0,female,gonads,positive
GAL,VIP,0.5342018252729872,1.474376176702208e-13,male,pituitary,positive
GALR1,NR3C1,0.6300307511969434,0,female,hypothalamus,positive
GALR1,NR3C1,0.7205492293235062,0,male,hypothalamus,positive
GALR1,OPRM1,0.6951681283865934,0,male,hypothalamus,positive
GALR1,PGR,0.5817276897037729,0,female,hypothalamus,positive
GNRH1,MC4R,0.5795941049262862,6.661338147750939e-16,male,hypothalamus,positive
GNRH1,NPY,0.5182392622979929,6.252776074688882e-13,female,pituitary,positive
GNRHR,HTR2C,0.6375163855597548,0,female,gonads,positive
GNRHR,MC5R,0.5081141856583278,1.5161205624281138e-12,female,gonads,positive
GNRHR,PGR,0.5116917165917984,1.3560264022771662e-12,female,pituitary,positive
GNRHR,PGR,0.5450967309428435,3.730349362740526e-14,male,pituitary,positive
GNRHR,PRLHR,0.7397282811805707,0,female,gonads,positive
GNRHR,SERPINA4,0.5334626340926517,6.88338275267597e-14,female,gonads,positive
HTR2C,LHCGR,-0.5624371695284058,6.661338147750939e-15,male,hypothalamus,negative
HTR2C,NPVF,-0.6722408064933483,0,female,hypothalamus,negative
HTR2C,NPVF,-0.6885581932426785,0,male,hypothalamus,negative
HTR2C,NR3C2,0.5564419859400931,4.884981308350689e-15,female,hypothalamus,positive
HTR2C,PRLHR,0.6922786495827575,0,female,gonads,positive
HTR2C,SERPINA4,0.7007556858266275,0,female,hypothalamus,positive
HTR2C,SERPINA4,0.5872070652352952,0,female,gonads,positive
HTR2C,VIPR1,0.7056948634609805,0,male,hypothalamus,positive
JAK2,NR3C2,0.515471172921408,8.690825836765725e-13,female,hypothalamus,positive
JAK2,SERPINA4,0.5069998950418423,2.3374635560458046e-12,female,hypothalamus,positive
MC4R,NPY,0.7656733235192844,0,female,pituitary,positive
MC4R,NPY,0.7819098787594576,0,male,pituitary,positive
MC4R,OPRM1,0.5184575163406725,9.832135106080386e-13,male,pituitary,positive
MC4R,PRLHR,0.6948674446967694,0,female,hypothalamus,positive
MC4R,PRLHR,0.6675700808992284,0,male,hypothalamus,positive
MC4R,VIP,0.7696535869279736,0,female,pituitary,positive
MC4R,VIP,0.5470905235253939,4.973799150320701e-14,male,hypothalamus,positive
MC4R,VIP,0.814756342257829,0,male,pituitary,positive
MC5R,PRLHR,0.5568037221395357,3.1086244689504383e-15,female,gonads,positive
MEST,PRL,0.5659394908251553,1.3322676295501878e-15,female,pituitary,positive
NPFFR1,NR3C1,-0.533338148702827,9.85878045867139e-14,female,hypothalamus,negative
NPFFR1,NR3C2,-0.6183864304249054,0,female,hypothalamus,negative
NPY,OXT,0.5546888377494413,6.217248937900877e-15,female,pituitary,positive
NPY,OXT,0.6003454256688606,0,male,pituitary,positive
NPY,VIP,0.7737445817847987,0,female,pituitary,positive
NPY,VIP,0.8249136290450998,0,male,pituitary,positive
NR3C1,NR3C2,0.6608939566340977,0,female,hypothalamus,positive
NR3C1,OPRM1,0.5593595956287893,1.021405182655144e-14,male,hypothalamus,positive
NR3C1,PRLR,-0.5518864683749057,1.554312234475219e-14,male,pituitary,negative
NR3C1,STAT5B,0.5335060755426599,2.680078381445128e-13,male,hypothalamus,positive
NR3C2,PRLH,-0.562326487599601,2.220446049250313e-15,female,hypothalamus,negative
NR3C2,SERPINA4,0.5486735010512075,1.3766765505351941e-14,female,hypothalamus,positive
OPRM1,PGR,0.5127843877883091,3.0331293032759277e-12,male,hypothalamus,positive
PGR,PRLH,0.5030338858937339,3.679945237422544e-12,female,pituitary,positive
POMC,PRL,0.5304093782489733,1.41886502547095e-13,female,hypothalamus,positive
POMC,PRL,0.6815228152276549,0,male,hypothalamus,positive
prl,MEST,0.5076738950444735,3.97193389289896e-12,female,pituitary,positive
prl,PRL,0.6799477527902742,0,female,pituitary,positive
prl,PRL,0.7095656312545819,0,male,pituitary,positive
PRL,VIPR1,0.6504492848189579,0,female,pituitary,positive
PRL,VIPR1,0.5980558261316099,0,male,pituitary,positive
PRLHR,SERPINA4,0.5963372430879099,0,female,gonads,positive
PRLHR,VIP,0.5610330913955827,1.7763568394002505e-15,female,gonads,positive
SERPINA4,NPVF,-0.5111716258702818,1.4410694859634532e-12,female,hypothalamus,negative
VIPR1,NPVF,-0.5235498007907452,8.777423232686488e-13,male,hypothalamus,negative
