row,column,cor,p,sex,tissue,direction
prl,AVPR2,-0.2108685978075782,0.006721719813409521,female,pituitary,negative
prl,CGA,-0.24694405438547712,0.0015351459163914782,male,pituitary,negative
prl,cort,0.4214076185144819,1.9173488130519445e-8,female,hypothalamus,positive
prl,cort,0.4214076185144819,1.9173488130519445e-8,female,pituitary,positive
prl,cort,0.4224879847803304,1.58006612238637e-8,female,gonads,positive
prl,CRH,0.21538721958408824,0.005463529771400966,female,gonads,positive
prl,CRHBP,-0.20941157596132481,0.007869112094752051,male,hypothalamus,negative
prl,CRHR2,-0.21914604060834797,0.005081593186843758,male,pituitary,negative
prl,DIO3,-0.29694269054303485,1.1288139294829413e-4,female,pituitary,negative
prl,GAL,0.20673107161024232,0.008719581664116793,male,gonads,positive
prl,GNRH1,-0.268094431900658,6.090956201387776e-4,male,hypothalamus,negative
prl,GNRHR,-0.30550314368884257,6.951130605203915e-5,female,pituitary,negative
prl,GNRHR,-0.3190348342070957,3.5055614840739935e-5,male,pituitary,negative
prl,MC5R,-0.22032212620678032,0.004584880321718554,female,pituitary,negative
prl,MC5R,-0.2819401712018991,2.782561303837916e-4,male,pituitary,negative
prl,MEST,0.5076738950444735,3.97193389289896e-12,female,pituitary,positive
prl,MEST,0.28674281544451286,2.1613550388632774e-4,male,pituitary,positive
prl,NR3C1,0.21889844078077883,0.005419675904100529,male,hypothalamus,positive
prl,OPRM1,-0.21653493905910684,0.005646864822438591,male,pituitary,negative
prl,PGR,-0.3094708631193175,6.143152539750396e-5,male,pituitary,negative
prl,PRL,0.6799477527902742,0,female,pituitary,positive
prl,PRL,0.7095656312545819,0,male,pituitary,positive
prl,PRLH,0.33429604820335745,1.3757623628984916e-5,male,pituitary,positive
prl,PRLHR,-0.24628665554628285,0.0015817422832535843,male,pituitary,negative
prl,PRLR,-0.20660577826913085,0.008344031291772858,male,pituitary,negative
prl,SERPINA4,-0.29209442764821686,1.6223369342127647e-4,male,pituitary,negative
prl,SLC6A4,-0.2215037616889081,0.0046152861397921185,male,pituitary,negative
prl,STAT5B,-0.2613058102349359,7.257391264452462e-4,female,pituitary,negative
prl,VIPR1,0.3451428279809219,6.009747249180464e-6,female,pituitary,positive
prl,VIPR1,0.2505532938768856,0.001300901690253431,male,pituitary,positive
