"bird_id","sex","tissue","treatment","gene","counts","hormone","plasma_conc","logconc"
"o38.blu29.x","female","hypothalamus","bldg","PRL",9.95300323076161,"estradiol",0.240469199,-0.618940543244379
"o38.blu29.x","female","hypothalamus","bldg","PRL",9.95300323076161,"progesterone",0.310904379,-0.507373160999127
"o52.blu53","female","hypothalamus","inc.d17","PRL",10.5833247351568,"prolactin",19.032064,1.27948588945376
"o52.blu53","female","hypothalamus","inc.d17","PRL",10.5833247351568,"corticosterone",1.743171282,0.241340062481621
"o52.blu53","female","hypothalamus","inc.d17","PRL",10.5833247351568,"estradiol",0.297524183,-0.526477728703106
"o73.x","female","hypothalamus","inc.d9","PRL",10.5620646127079,"prolactin",28.936704,1.46144906181646
"o73.x","female","hypothalamus","inc.d9","PRL",10.5620646127079,"corticosterone",2.757044188,0.44044372673355
"o73.x","female","hypothalamus","inc.d9","PRL",10.5620646127079,"estradiol",0.145545891,-0.837000050899961
"o73.x","female","hypothalamus","inc.d9","PRL",10.5620646127079,"progesterone",0.768719041,-0.114232361419592
"r.r.x.ATLAS.R2XR","female","hypothalamus","control","PRL",10.1795067462545,NA,NA,NA
"r.r.x.ATLAS","female","hypothalamus","control","PRL",10.1422312014215,NA,NA,NA
"r.s056.g.o","female","hypothalamus","bldg","PRL",9.90515456909488,NA,NA,NA
"r.s171.l.w","female","hypothalamus","n9","PRL",10.3650904565085,NA,NA,NA
"r183.o22","female","hypothalamus","hatch","PRL",11.1430473316091,NA,NA,NA
"r27.w111.blu125","female","hypothalamus","inc.d3","PRL",10.6129274030668,"prolactin",12.12096,1.0835370180309
"r27.w111.blu125","female","hypothalamus","inc.d3","PRL",10.6129274030668,"corticosterone",2.693419772,0.430304043889172
"r27.w111.blu125","female","hypothalamus","inc.d3","PRL",10.6129274030668,"estradiol",0.144979922,-0.838692138236555
"r30.w112.r46","female","hypothalamus","inc.d9","PRL",10.7244936686962,"prolactin",17.550528,1.24429018655894
"r30.w112.r46","female","hypothalamus","inc.d9","PRL",10.7244936686962,"corticosterone",1.929768912,0.285505305768387
"r30.w112.r46","female","hypothalamus","inc.d9","PRL",10.7244936686962,"estradiol",0.148813622,-0.827357312817971
"r30.w112.r46","female","hypothalamus","inc.d9","PRL",10.7244936686962,"progesterone",0.239891119,-0.619985829734075
"r36.w184.x","female","hypothalamus","inc.d9","PRL",10.4549374127483,NA,NA,NA
"r49.w189.x","female","hypothalamus","inc.d17","PRL",11.0099137039546,"prolactin",94.74912,1.97657518506841
"r49.w189.x","female","hypothalamus","inc.d17","PRL",11.0099137039546,"corticosterone",5.949296081,0.774465583170173
"r49.w189.x","female","hypothalamus","inc.d17","PRL",11.0099137039546,"estradiol",0.159154196,-0.798181906991932
"r49.w189.x","female","hypothalamus","inc.d17","PRL",11.0099137039546,"progesterone",0.186137873,-0.730165253083743
"r6.x","female","hypothalamus","control","PRL",10.5073259949865,NA,NA,NA
"r73.g127.x","female","hypothalamus","inc.d3","PRL",10.1610158292791,"prolactin",16.75376,1.22411228982059
"r73.g127.x","female","hypothalamus","inc.d3","PRL",10.1610158292791,"corticosterone",1.902913452,0.279419036225235
"r73.g127.x","female","hypothalamus","inc.d3","PRL",10.1610158292791,"estradiol",0.837670532,-0.0769267621210407
"r73.g127.x","female","hypothalamus","inc.d3","PRL",10.1610158292791,"progesterone",0.301158624,-0.521204695827336
"r83.g45","female","hypothalamus","bldg","PRL",10.0765039378712,"prolactin",29.7952,1.47414630496822
"r83.g45","female","hypothalamus","bldg","PRL",10.0765039378712,"corticosterone",1.889350896,0.276312623906097
"r83.g45","female","hypothalamus","bldg","PRL",10.0765039378712,"estradiol",0.932986992,-0.0301244112824417
"r83.g45","female","hypothalamus","bldg","PRL",10.0765039378712,"progesterone",0.559878442,-0.251906254599479
"r95.blu99","female","hypothalamus","n9","PRL",10.3286768500054,"prolactin",16.23936,1.21056890951443
"r95.blu99","female","hypothalamus","n9","PRL",10.3286768500054,"corticosterone",2.258741156,0.353866465111692
"r95.blu99","female","hypothalamus","n9","PRL",10.3286768500054,"estradiol",0.314926723,-0.501790485889245
"s.o.pk","female","hypothalamus","lay","PRL",10.3634096012495,"prolactin",4.42272,0.645689445292248
"s.o.pk","female","hypothalamus","lay","PRL",10.3634096012495,"corticosterone",0.551469792,-0.258478272030715
"s.o.pk","female","hypothalamus","lay","PRL",10.3634096012495,"estradiol",0.356682075,-0.447718715512207
"s.o.pk","female","hypothalamus","lay","PRL",10.3634096012495,"progesterone",0.545745107,-0.263010149365825
"s.x.ATLAS","female","hypothalamus","control","PRL",10.1433002929121,NA,NA,NA
"s063.d.blk.l","female","hypothalamus","bldg","PRL",10.1803373509055,NA,NA,NA
"s092.blk.r.o","female","hypothalamus","bldg","PRL",11.237897961961,NA,NA,NA
"s095.g.blk.o","female","hypothalamus","lay","PRL",11.0658195423582,NA,NA,NA
"s136.d.w.o","female","hypothalamus","lay","PRL",10.3990974395886,NA,NA,NA
"s142.o.pk.pu","female","hypothalamus","lay","PRL",10.3777468624842,NA,NA,NA
"s176.blk.pu.r","female","hypothalamus","lay","PRL",10.5053740043369,NA,NA,NA
"w191.r1","female","hypothalamus","control","PRL",16.0796263202109,"corticosterone",1.434209445,0.156612578225576
"w191.r1","female","hypothalamus","control","PRL",16.0796263202109,"estradiol",0.039674073,-1.40149321191245
"w191.r1","female","hypothalamus","control","PRL",16.0796263202109,"progesterone",0.603291478,-0.219472809415429
"x.blu101.w43","female","hypothalamus","inc.d9","PRL",10.3657168795579,"prolactin",27.246912,1.43531728909511
"x.blu101.w43","female","hypothalamus","inc.d9","PRL",10.3657168795579,"corticosterone",0.918075128,-0.0371217781224997
"x.blu101.w43","female","hypothalamus","inc.d9","PRL",10.3657168795579,"estradiol",0.151302059,-0.82015516182312
"x.blu101.w43","female","hypothalamus","inc.d9","PRL",10.3657168795579,"progesterone",0.14489406,-0.838949418270026
"x.blu102.w105","female","hypothalamus","inc.d3","PRL",10.6148475181561,"prolactin",47.96032,1.68088207212845
"x.blu102.w105","female","hypothalamus","inc.d3","PRL",10.6148475181561,"corticosterone",3.364881218,0.52696973801686
"x.blu102.w105","female","hypothalamus","inc.d3","PRL",10.6148475181561,"estradiol",0.158034053,-0.801249321675223
"x.blu102.w105","female","hypothalamus","inc.d3","PRL",10.6148475181561,"progesterone",0.588762473,-0.23005987918756
"x.blu109.w121","female","hypothalamus","n5","PRL",10.2704568794968,"prolactin",42.670144,1.63012410848621
"x.blu109.w121","female","hypothalamus","n5","PRL",10.2704568794968,"corticosterone",3.834705615,0.583732029383212
"x.blu109.w121","female","hypothalamus","n5","PRL",10.2704568794968,"estradiol",0.050593667,-1.2959038420354
"x.blu109.w121","female","hypothalamus","n5","PRL",10.2704568794968,"progesterone",1.028887821,0.0123680264859754
"x.blu116.w107","female","hypothalamus","inc.d17","PRL",10.8035391888964,NA,NA,NA
"x.blu122.r66","female","hypothalamus","inc.d9","PRL",10.3671212736776,NA,NA,NA
"x.blu43.g132","female","hypothalamus","n9","PRL",10.4036994492211,"prolactin",31.36816,1.49648904450957
"x.blu43.g132","female","hypothalamus","n9","PRL",10.4036994492211,"corticosterone",0.511131213,-0.291467597386071
"x.blu43.g132","female","hypothalamus","n9","PRL",10.4036994492211,"estradiol",0.258202584,-0.588039415782512
"x.blu6.y80","female","hypothalamus","lay","PRL",10.3277637818746,"prolactin",14.525568,1.16213312381229
"x.blu6.y80","female","hypothalamus","lay","PRL",10.3277637818746,"corticosterone",1.670986755,0.22297300749171
"x.blu6.y80","female","hypothalamus","lay","PRL",10.3277637818746,"estradiol",0.145744027,-0.836409234813169
"x.blu6.y80","female","hypothalamus","lay","PRL",10.3277637818746,"progesterone",0.326827276,-0.485681705744374
"x.g37","female","hypothalamus","n5","PRL",10.1422609285768,"prolactin",42.88768,1.63233255380612
"x.g37","female","hypothalamus","n5","PRL",10.1422609285768,"corticosterone",3.574433035,0.553207165214586
"x.g37","female","hypothalamus","n5","PRL",10.1422609285768,"estradiol",0.158072607,-0.801143384081005
"x.g4.w50","female","hypothalamus","n9","PRL",10.4677177911813,"prolactin",58.863456,1.76984575687449
"x.g4.w50","female","hypothalamus","n9","PRL",10.4677177911813,"corticosterone",1.342036007,0.127764168166526
"x.g4.w50","female","hypothalamus","n9","PRL",10.4677177911813,"estradiol",1.069644604,0.0292395046383482
"x.g4.w50","female","hypothalamus","n9","PRL",10.4677177911813,"progesterone",0.155365355,-0.808645818287828
"x.g43","female","hypothalamus","n5","PRL",10.8597729675058,"prolactin",62.48096,1.79574769371655
"x.g43","female","hypothalamus","n5","PRL",10.8597729675058,"corticosterone",1.369367746,0.136520094307416
"x.g43","female","hypothalamus","n5","PRL",10.8597729675058,"estradiol",0.147480224,-0.831266211438242
"x.g49","female","hypothalamus","n5","PRL",10.730257114094,"prolactin",59.952992,1.77781086177457
"x.g49","female","hypothalamus","n5","PRL",10.730257114094,"corticosterone",4.033064982,0.605635219552044
"x.g49","female","hypothalamus","n5","PRL",10.730257114094,"estradiol",0.356315748,-0.448164982817769
"x.g49","female","hypothalamus","n5","PRL",10.730257114094,"progesterone",0.994602984,-0.00235024213497224
"x.g9.o166","female","hypothalamus","inc.d9","PRL",10.4263464204226,"prolactin",33.863456,1.52973127879173
"x.g9.o166","female","hypothalamus","inc.d9","PRL",10.4263464204226,"corticosterone",2.00020765,0.30107508394796
"x.g9.o166","female","hypothalamus","inc.d9","PRL",10.4263464204226,"estradiol",0.211448607,-0.674795171591595
"x.g9.o166","female","hypothalamus","inc.d9","PRL",10.4263464204226,"progesterone",0.357596232,-0.446607066023294
"x.o159.w90","female","hypothalamus","inc.d17","PRL",10.5160326869566,"prolactin",62.366976,1.7949546868385
"x.o159.w90","female","hypothalamus","inc.d17","PRL",10.5160326869566,"corticosterone",1.383050847,0.140838146968017
"x.o159.w90","female","hypothalamus","inc.d17","PRL",10.5160326869566,"estradiol",0.056838331,-1.24535868317476
"x.o159.w90","female","hypothalamus","inc.d17","PRL",10.5160326869566,"progesterone",0.279364353,-0.553829010831229
"x.o175.g21","female","hypothalamus","n5","PRL",11.6826991183587,"prolactin",76.54208,1.88390025982536
"x.o175.g21","female","hypothalamus","n5","PRL",11.6826991183587,"corticosterone",3.065155964,0.486452577575898
"x.o175.g21","female","hypothalamus","n5","PRL",11.6826991183587,"estradiol",0.362882381,-0.440234117553737
"x.o175.g21","female","hypothalamus","n5","PRL",11.6826991183587,"progesterone",0.710229912,-0.148601040929105
"x.o37.blu50","female","hypothalamus","hatch","PRL",10.9550068555767,"prolactin",58.678496,1.76847897382715
"x.o37.blu50","female","hypothalamus","hatch","PRL",10.9550068555767,"corticosterone",1.695390838,0.229269831872609
"x.o70","female","hypothalamus","n5","PRL",10.5979831293436,"prolactin",76.74208,1.88503356604135
"x.o70","female","hypothalamus","n5","PRL",10.5979831293436,"corticosterone",1.171444323,0.0687216520550605
"x.o70","female","hypothalamus","n5","PRL",10.5979831293436,"estradiol",0.154736151,-0.81040821024597
"x.r33.w183","female","hypothalamus","inc.d3","PRL",10.019396425197,"prolactin",20.72512,1.31649705382723
"x.r33.w183","female","hypothalamus","inc.d3","PRL",10.019396425197,"corticosterone",1.25114011539419,0.09730594912989
"x.r33.w183","female","hypothalamus","inc.d3","PRL",10.019396425197,"estradiol",0.430640583,-0.365885045245333
"x.r33.w183","female","hypothalamus","inc.d3","PRL",10.019396425197,"progesterone",0.140400237,-0.852632159102899
"x.r39.g10","female","hypothalamus","bldg","PRL",10.6009333901941,"prolactin",3.584128,0.554383511230332
"x.r39.g10","female","hypothalamus","bldg","PRL",10.6009333901941,"corticosterone",0.84089295477682,-0.0752592861386365
"x.r39.g10","female","hypothalamus","bldg","PRL",10.6009333901941,"estradiol",0.262663109,-0.580600919535179
"x.r39.g10","female","hypothalamus","bldg","PRL",10.6009333901941,"progesterone",0.35846196,-0.445556924901738
"x.r44.w95","female","hypothalamus","hatch","PRL",10.0484795463373,"prolactin",92.220896,1.96482933742324
"x.r44.w95","female","hypothalamus","hatch","PRL",10.0484795463373,"corticosterone",2.582412477,0.412025611353299
"x.r44.w95","female","hypothalamus","hatch","PRL",10.0484795463373,"estradiol",0.215699355,-0.666151153554662
"x.r48.y139","female","hypothalamus","inc.d17","PRL",10.4387405145089,"prolactin",89.042432,1.94959701329606
"x.r48.y139","female","hypothalamus","inc.d17","PRL",10.4387405145089,"corticosterone",3.259350304,0.513131039482761
"x.r48.y139","female","hypothalamus","inc.d17","PRL",10.4387405145089,"estradiol",0.148279778,-0.828918072854554
"x.r50.w97","female","hypothalamus","n5","PRL",10.3208016742002,"prolactin",50.757952,1.7055040907071
"x.r50.w97","female","hypothalamus","n5","PRL",10.3208016742002,"corticosterone",0.829183769,-0.0813492076668485
"x.r50.w97","female","hypothalamus","n5","PRL",10.3208016742002,"estradiol",0.482327193,-0.316658252411665
"x.w178","female","hypothalamus","n9","PRL",10.1506843581682,NA,NA,NA
"x.w51","female","hypothalamus","lay","PRL",10.7105161486386,"prolactin",5.849024,0.767083403385237
"x.w51","female","hypothalamus","lay","PRL",10.7105161486386,"corticosterone",1.31752803,0.119759863463207
"x.w51","female","hypothalamus","lay","PRL",10.7105161486386,"estradiol",0.156780527,-0.804707880054822
"x.w51","female","hypothalamus","lay","PRL",10.7105161486386,"progesterone",0.72622774,-0.138927166193112
"x.w6","female","hypothalamus","n9","PRL",10.6809013624717,"prolactin",19.978016,1.30055235661093
"x.w6","female","hypothalamus","n9","PRL",10.6809013624717,"corticosterone",0.488561945,-0.311080364051396
"x.w6","female","hypothalamus","n9","PRL",10.6809013624717,"progesterone",0.197984156,-0.703369563461166
"x.y109","female","hypothalamus","inc.d9","PRL",10.7234049234221,"prolactin",16.804352,1.22542177010807
"x.y109","female","hypothalamus","inc.d9","PRL",10.7234049234221,"corticosterone",1.679627787,0.225213050796187
"x.y109","female","hypothalamus","inc.d9","PRL",10.7234049234221,"estradiol",0.217383835,-0.662772753862035
"x.y138.w176","female","hypothalamus","n9","PRL",10.3173394411629,"prolactin",43.35392,1.63702837187915
"x.y138.w176","female","hypothalamus","n9","PRL",10.3173394411629,"corticosterone",0.824428331,-0.0838470923591584
"x.y138.w176","female","hypothalamus","n9","PRL",10.3173394411629,"estradiol",0.690467479,-0.160856771862256
"x.y138.w176","female","hypothalamus","n9","PRL",10.3173394411629,"progesterone",0.495083426,-0.305321612382364
"x.y90","female","hypothalamus","hatch","PRL",10.0294146976069,NA,NA,NA
"x.y93.g126","female","hypothalamus","inc.d9","PRL",10.4838190703671,NA,NA,NA
"x.y9","female","hypothalamus","n9","PRL",10.8529734352646,"prolactin",55.27808,1.74255295007008
"x.y9","female","hypothalamus","n9","PRL",10.8529734352646,"corticosterone",2.638465395,0.421351402527127
"x.y9","female","hypothalamus","n9","PRL",10.8529734352646,"estradiol",0.322960209,-0.490850982548952
"x.y9","female","hypothalamus","n9","PRL",10.8529734352646,"progesterone",0.384761097,-0.414808845709956
"y.s156.o.r","female","hypothalamus","lay","PRL",10.283563750088,NA,NA,NA
"y126.w92.x","female","hypothalamus","inc.d17","PRL",10.8413934713405,"prolactin",72.338144,1.85936736175351
"y126.w92.x","female","hypothalamus","inc.d17","PRL",10.8413934713405,"corticosterone",1.731925747,0.238529268536158
"y126.w92.x","female","hypothalamus","inc.d17","PRL",10.8413934713405,"estradiol",0.147264259,-0.831902643534372
"y126.w92.x","female","hypothalamus","inc.d17","PRL",10.8413934713405,"progesterone",0.141931437,-0.847921400148624
"y13.x","female","hypothalamus","inc.d3","PRL",10.4791220160016,"prolactin",6.01184,0.779007413691024
"y13.x","female","hypothalamus","inc.d3","PRL",10.4791220160016,"corticosterone",0.8606765,-0.0651600548938201
"y13.x","female","hypothalamus","inc.d3","PRL",10.4791220160016,"estradiol",0.46125277,-0.336061012719924
"y130.o170.x","female","hypothalamus","inc.d17","PRL",10.9036098424869,"prolactin",98.980032,1.99554758988149
"y130.o170.x","female","hypothalamus","inc.d17","PRL",10.9036098424869,"corticosterone",4.479875259,0.651265921345868
"y130.o170.x","female","hypothalamus","inc.d17","PRL",10.9036098424869,"estradiol",0.57498105,-0.240346468381759
"y130.o170.x","female","hypothalamus","inc.d17","PRL",10.9036098424869,"progesterone",0.551210268,-0.258682700944035
"y135.blu107.x","female","hypothalamus","inc.d17","PRL",10.145733550447,"prolactin",81.035232,1.90867387982252
"y135.blu107.x","female","hypothalamus","inc.d17","PRL",10.145733550447,"corticosterone",1.615436155,0.208289798578292
"y135.blu107.x","female","hypothalamus","inc.d17","PRL",10.145733550447,"estradiol",0.15381832,-0.812991936309052
"y135.blu107.x","female","hypothalamus","inc.d17","PRL",10.145733550447,"progesterone",0.23497029,-0.628987047110193
"y136.x","female","hypothalamus","inc.d17","PRL",10.5624854990016,"prolactin",14.46784,1.16040369724874
"y136.x","female","hypothalamus","inc.d17","PRL",10.5624854990016,"corticosterone",1.154447212,0.0623740792529814
"y136.x","female","hypothalamus","inc.d17","PRL",10.5624854990016,"estradiol",0.147318751,-0.831741971843376
"y136.x","female","hypothalamus","inc.d17","PRL",10.5624854990016,"progesterone",0.137212313,-0.862606914664136
"y140.w119.x","female","hypothalamus","inc.d9","PRL",10.7646169930756,"prolactin",35.126048,1.54562929045982
"y140.w119.x","female","hypothalamus","inc.d9","PRL",10.7646169930756,"corticosterone",1.425614013,0.154001955589169
"y140.w119.x","female","hypothalamus","inc.d9","PRL",10.7646169930756,"estradiol",0.128427643,-0.891341487869504
"y140.w119.x","female","hypothalamus","inc.d9","PRL",10.7646169930756,"progesterone",0.250803744,-0.600665984641944
"y15.x","female","hypothalamus","hatch","PRL",10.5281383644654,"prolactin",71.09216,1.85182170964011
"y15.x","female","hypothalamus","hatch","PRL",10.5281383644654,"corticosterone",3.433226862,0.535702501840984
"y15.x","female","hypothalamus","hatch","PRL",10.5281383644654,"estradiol",0.248203766,-0.605191633229672
"y6.o54","female","hypothalamus","n5","PRL",10.3838693125662,"prolactin",16.460064,1.21643151950279
"y6.o54","female","hypothalamus","n5","PRL",10.3838693125662,"corticosterone",2.812970077,0.449165112377465
"y6.o54","female","hypothalamus","n5","PRL",10.3838693125662,"estradiol",0.163314291,-0.786975810175276
"y7.g58","female","hypothalamus","hatch","PRL",10.5371216602758,"prolactin",85.755872,1.93326386737237
"y94.g133.x","female","hypothalamus","n5","PRL",11.1697543153491,NA,NA,NA
"y97.x","female","hypothalamus","n9","PRL",10.2808979522081,"prolactin",44.811776,1.6513921564039
"y97.x","female","hypothalamus","n9","PRL",10.2808979522081,"corticosterone",0.964546366,-0.0156768908672125
"y97.x","female","hypothalamus","n9","PRL",10.2808979522081,"estradiol",0.16872651,-0.772816676496793
"y97.x","female","hypothalamus","n9","PRL",10.2808979522081,"progesterone",0.266476541,-0.574341017641867
"L.Blu13","male","hypothalamus","control","PRL",12.4437366904752,NA,NA,NA
