sex,tissue,comparison,direction,gene,lfc,padj,logpadj
female,hypothalamus,hatch_n5,hatch,AHNAK2,-0.351113892863417,0.09515033234764,1.02158969044061
female,hypothalamus,hatch_n5,hatch,AIFM2,-0.706619043452549,0.00736036081189757,2.13310089561151
female,hypothalamus,hatch_n5,hatch,AIFM3,-0.439410361694149,0.070063981388393,1.15450518751675
female,hypothalamus,hatch_n5,hatch,AKAP12,-0.352860781080544,0.0462396748684146,1.33498522829319
female,hypothalamus,hatch_n5,hatch,ALAD,-0.519301137959761,0.0194784889833688,1.71044473593981
female,hypothalamus,hatch_n5,hatch,ALDH1A1,-0.924673326864648,0.0789122311364252,1.10285567735622
female,hypothalamus,hatch_n5,hatch,ALDH9A1,-0.311226812607364,0.0286820859298391,1.54238926740882
female,hypothalamus,hatch_n5,hatch,ALDOB,-0.773192067989031,0.048862310841355,1.31102599782272
female,hypothalamus,hatch_n5,hatch,ALDOC,-0.400808150439945,0.0513232832868584,1.28968556843596
female,hypothalamus,hatch_n5,hatch,ALOX5,-0.638084580699983,0.0174770674620646,1.75753143737021
female,hypothalamus,hatch_n5,hatch,ALPK3,-0.545459201473988,0.0215202353337921,1.66715298376734
female,hypothalamus,hatch_n5,hatch,ALPL,-0.506669331200864,0.0863483824399938,1.06374579363751
female,hypothalamus,hatch_n5,hatch,AMHR2,-0.700259648129845,0.038586697525483,1.4135623892916
female,hypothalamus,hatch_n5,hatch,ANAPC2,-0.396753324321652,0.022953531973457,1.63915047794542
female,hypothalamus,hatch_n5,hatch,ANK1,-0.414924458915737,0.0975965743962165,1.01056542564201
female,hypothalamus,hatch_n5,hatch,ANKRD13A,-0.408856092736516,0.0475177994007798,1.32314368019496
female,hypothalamus,hatch_n5,hatch,ANKRD24,-0.510505654769615,0.0681305646865003,1.16665801148311
female,hypothalamus,hatch_n5,hatch,ANLN,-0.711490872982954,0.0181727255243924,1.74057993282207
female,hypothalamus,hatch_n5,hatch,ANO1,-0.601352407075602,0.0726083724400982,1.1390132981031
female,hypothalamus,hatch_n5,hatch,ANO10,-0.259511131289425,0.0748510692060986,1.1258019916203
female,hypothalamus,hatch_n5,hatch,ANO8,-0.353330530701282,0.0330569678774255,1.48073698423382
female,hypothalamus,hatch_n5,hatch,ANP32A,-0.466802581978576,0.0184029196558998,1.73511326993304
female,hypothalamus,hatch_n5,hatch,ANP32B,-0.533187772758016,0.0134959466850297,1.86979664607121
female,hypothalamus,hatch_n5,hatch,ANP32E,-0.14020301004332,0.0967657138666925,1.01427849513127
female,hypothalamus,hatch_n5,hatch,ANXA6,-0.488046851223327,0.0233904876758159,1.63096072335083
female,hypothalamus,hatch_n5,hatch,AP2M1,-0.236801080979983,0.0997661310211933,1.00101686960514
female,hypothalamus,hatch_n5,hatch,APBB1,-0.55163131798845,0.0162852105062895,1.78820662327479
female,hypothalamus,hatch_n5,hatch,APCDD1,-0.37041009452526,0.0924980760254797,1.03386730056051
female,hypothalamus,hatch_n5,hatch,APEH,-0.582722369858191,0.0111039411117676,1.95452285010448
female,hypothalamus,hatch_n5,hatch,APH1A,-0.323341230288766,0.0349234685435342,1.45688262938487
female,hypothalamus,hatch_n5,hatch,APLP2,-0.371202119632779,0.0871910845979646,1.05952791997403
female,hypothalamus,hatch_n5,hatch,APOA1,-0.823797783755835,0.0111039411117676,1.95452285010448
female,hypothalamus,hatch_n5,hatch,APOBEC2,-1.22919362538262,0.0277910463044847,1.55609510217153
female,hypothalamus,hatch_n5,hatch,APOD,-0.808447637086578,0.0387181088607129,1.4120858634353
female,hypothalamus,hatch_n5,hatch,APOH,-0.737633304248813,0.0800943598179739,1.09639806551595
female,hypothalamus,hatch_n5,hatch,ARCN1,-0.422212409276492,0.00534953487002538,2.27168397726157
female,hypothalamus,hatch_n5,hatch,ARFGAP2,-0.219313046441364,0.03163404332558,1.49984529490813
female,hypothalamus,hatch_n5,hatch,ARHGEF3,-0.350257460512875,0.0673203533186624,1.17185361337443
female,hypothalamus,hatch_n5,hatch,ASB13,-0.340516396790932,0.026802410964844,1.57182613799984
female,hypothalamus,hatch_n5,hatch,ASB8,-0.507839711738903,0.0447997567578782,1.34872434401521
female,hypothalamus,hatch_n5,hatch,ASPSCR1,-0.182442357781074,0.0515376566982427,1.28787533173308
female,hypothalamus,hatch_n5,hatch,ATAD1,-0.262159201876521,0.0462641696301279,1.33475522833689
female,hypothalamus,hatch_n5,hatch,ATAD3A,-0.257195227365758,0.0202056815907565,1.6945264950797
female,hypothalamus,hatch_n5,hatch,ATG4B,-0.256878724456087,0.0164008380618503,1.78513395949268
female,hypothalamus,hatch_n5,hatch,ATIC,-0.467429100638412,0.0435872764951509,1.3606402665657
female,hypothalamus,hatch_n5,hatch,ATP13A2,-0.531941085806192,0.0320214111079493,1.49455953366305
female,hypothalamus,hatch_n5,hatch,ATP1A1,-0.496055413407766,0.0180151267476669,1.74436267799777
female,hypothalamus,hatch_n5,hatch,ATP1A3,-0.31591691332885,0.0878608113052579,1.05620479078422
female,hypothalamus,hatch_n5,hatch,ATP1B4,-0.442656196421944,0.0422944966350153,1.37371613939888
female,hypothalamus,hatch_n5,hatch,ATP5B,-0.400053607473203,0.0204498049232068,1.68931083050157
female,hypothalamus,hatch_n5,hatch,ATP5D,-0.638797828808643,0.0322056764205117,1.49206757486203
female,hypothalamus,hatch_n5,hatch,ATP6V0B,-0.372389442123092,0.0513232832868584,1.28968556843596
female,hypothalamus,hatch_n5,hatch,ATRAID,-0.480270513784613,0.0887972446857185,1.05160050985601
female,hypothalamus,hatch_n5,hatch,AUP1,-0.371436587205089,0.0988591316013965,1.00498320878904
female,hypothalamus,hatch_n5,hatch,B4GALNT4,-0.33356090018909,0.0626619704415704,1.20299595260072
female,hypothalamus,hatch_n5,hatch,B4GALT5,-0.188966763316529,0.0932836550419839,1.03019444571686
female,hypothalamus,hatch_n5,hatch,BAG2,-0.29399646645347,0.0783926916172246,1.10572442377294
female,hypothalamus,hatch_n5,hatch,BCAN,-0.429155968877951,0.0228365102584423,1.64137026169136
female,hypothalamus,hatch_n5,hatch,BCAP31,-0.565009753449014,0.0302822677353254,1.51881160512769
female,hypothalamus,hatch_n5,hatch,BCL2L13,-0.184837314139677,0.0623230695527545,1.2053511648189
female,hypothalamus,hatch_n5,hatch,BDNF,-0.877013134022508,0.0158509411760519,1.7999449457219
female,hypothalamus,hatch_n5,hatch,BECN1,-0.321420215340708,0.0262219170062596,1.58133556150913
female,hypothalamus,hatch_n5,hatch,BF1,-0.983002649379745,0.0357663511385037,1.44652536405132
female,hypothalamus,hatch_n5,hatch,BLEC3,-0.644030054430947,0.0325147467896524,1.48791962373466
female,hypothalamus,hatch_n5,hatch,BLMH,-0.241718137130233,0.0811698465109198,1.0906052752664
female,hypothalamus,hatch_n5,hatch,BNIP3,-0.286796298261865,0.0599833868217333,1.22196901646138
female,hypothalamus,hatch_n5,hatch,BRCA1,-0.500879142388263,0.0814440030471449,1.08914088851222
female,hypothalamus,hatch_n5,hatch,BRF2,-0.611131323804173,0.027990948280626,1.55298238820526
female,hypothalamus,hatch_n5,hatch,BSDC1,-0.285505446730794,0.0547775463242482,1.26139742519826
female,hypothalamus,hatch_n5,hatch,BSG,-0.342500794798657,0.0818716743284832,1.08686632791769
female,hypothalamus,hatch_n5,hatch,BTBD17,-0.52742169019819,0.0302660007008976,1.51904496220432
female,hypothalamus,hatch_n5,hatch,BTBD19,-0.735518735069007,0.0870728172033477,1.06011740390301
female,hypothalamus,hatch_n5,hatch,BTK,-0.681345476640658,0.0325302567776624,1.48771250860005
female,hypothalamus,hatch_n5,hatch,BYSL,-0.387092079713818,0.0615839889851272,1.21053218392711
female,hypothalamus,hatch_n5,hatch,C11ORF52,-0.818645853855483,0.0276632153022378,1.55809734313976
female,hypothalamus,hatch_n5,hatch,C12ORF10,-0.533576179995084,0.0290077769894277,1.53748555207349
female,hypothalamus,hatch_n5,hatch,C14H17ORF103,-0.243272895469045,0.0912870014839794,1.03959105801527
female,hypothalamus,hatch_n5,hatch,C19ORF24,-0.38978147233605,0.00873448186770569,2.05876285240634
female,hypothalamus,hatch_n5,hatch,C1ORF198,-0.473769757118393,0.0951362350916783,1.02165403928633
female,hypothalamus,hatch_n5,hatch,C1ORF216,-0.448674742189627,0.0846424663385778,1.07241169051648
female,hypothalamus,hatch_n5,hatch,C1ORF50,-0.514980498154511,0.0255338597605101,1.59288353122043
female,hypothalamus,hatch_n5,hatch,C1QB,-1.19224116340621,0.00534953487002538,2.27168397726157
female,hypothalamus,hatch_n5,hatch,C1QC,-0.691024871762023,0.0700102667174039,1.15483826781761
female,hypothalamus,hatch_n5,hatch,C2H7ORF25,-0.290699136085622,0.0481472972179233,1.31742808727854
female,hypothalamus,hatch_n5,hatch,C2ORF88,-0.217662626053384,0.0675690598370265,1.17025212385188
female,hypothalamus,hatch_n5,hatch,C5H14ORF37,-0.508728412211969,0.0697514734185959,1.15644661399261
female,hypothalamus,hatch_n5,hatch,C9ORF58,-0.785121837298633,0.0171042322705308,1.76689641450171
female,hypothalamus,hatch_n5,hatch,CABLES2,-0.392480165647717,0.0645168697270738,1.19032671216401
female,hypothalamus,hatch_n5,hatch,CALB2,-1.10165488026451,0.00534953487002538,2.27168397726157
female,hypothalamus,hatch_n5,hatch,CALCA,-2.17418616444005,0.00534953487002538,2.27168397726157
female,hypothalamus,hatch_n5,hatch,CAMK2G,-0.457019056760809,0.0900973638778134,1.04528791568095
female,hypothalamus,hatch_n5,hatch,CAMTA1,-0.364466122502685,0.0134696956960794,1.87064221563606
female,hypothalamus,hatch_n5,hatch,CAPN2,-2.69526883133023,4.62057368073634e-9,8.33530410000431
female,hypothalamus,inc.d17_hatch,hatch,CAPN2,2.19259249740508,1.94761574070967e-5,4.71049672412628
female,hypothalamus,hatch_n5,hatch,CAPN5,-0.694478263329359,0.0219640697110111,1.65828718656804
female,hypothalamus,hatch_n5,hatch,CARKD,-0.217391846312371,0.0726083724400982,1.1390132981031
female,hypothalamus,hatch_n5,hatch,CARNS1,-0.877374727915755,0.0509972215721528,1.29245348446583
female,hypothalamus,hatch_n5,hatch,CAV1,-0.650079265334854,0.0364301990440071,1.43853845589292
female,hypothalamus,hatch_n5,hatch,CBLN2,-1.23120032281869,0.0027701418489036,2.55749799172299
female,hypothalamus,hatch_n5,hatch,CBR1,-0.275985018571101,0.0702127324027028,1.1535841256076
female,hypothalamus,hatch_n5,hatch,CBX1,-0.280873122246048,0.0890029808752115,1.05059544778232
female,hypothalamus,hatch_n5,hatch,CCDC109B,-1.09534257929094,0.009037939594822,2.04393056560751
female,hypothalamus,hatch_n5,hatch,CCDC124,-0.217392643828816,0.0907136019494416,1.0423275882576
female,hypothalamus,hatch_n5,hatch,CCDC142,-0.583842071686707,0.0945970608478742,1.02412235701659
female,hypothalamus,hatch_n5,hatch,CCDC15,-0.813206618370247,0.0195946870025698,1.707861669371
female,hypothalamus,hatch_n5,hatch,CCDC25,-0.283220217604555,0.0644521586255067,1.19076253271792
female,hypothalamus,hatch_n5,hatch,CCDC28B,-1.38687390354106,0.0124264419931044,1.90565320313298
female,hypothalamus,hatch_n5,hatch,CCDC71L,-0.591804737291375,0.063838594647884,1.19491668217404
female,hypothalamus,hatch_n5,hatch,CCDC85A,-0.31008048821349,0.0378179402617957,1.42230212851308
female,hypothalamus,hatch_n5,hatch,CCK,-1.16467167540577,0.00554186327642596,2.25634419292156
female,hypothalamus,hatch_n5,hatch,CCT3,-0.213155969037199,0.0407968205450175,1.3893736818503
female,hypothalamus,hatch_n5,hatch,CD151,-0.589190491963977,0.0141067803047785,1.85057209719021
female,hypothalamus,hatch_n5,hatch,CD2,-0.625271599088151,0.0556809477251206,1.25429338136647
female,hypothalamus,hatch_n5,hatch,CD34,-0.469968100079125,0.0331433214629825,1.4796039708484
female,hypothalamus,hatch_n5,hatch,CD59,-0.541128781795414,0.0233904876758159,1.63096072335083
female,hypothalamus,hatch_n5,hatch,CD63,-0.42432473901896,0.0409471788962468,1.38777601409886
female,hypothalamus,hatch_n5,hatch,CD81,-0.298738479869755,0.0400024506335727,1.39791340207112
female,hypothalamus,hatch_n5,hatch,CD82,-0.275187607927132,0.0302822677353254,1.51881160512769
female,hypothalamus,hatch_n5,hatch,CD9,-0.701593269155569,0.0623801003920901,1.20495393064178
female,hypothalamus,hatch_n5,hatch,CDC25A,-0.633092950651521,0.0447997567578782,1.34872434401521
female,hypothalamus,hatch_n5,hatch,CDC42EP4,-0.580914479509921,0.0156618850668571,1.80515596738253
female,hypothalamus,hatch_n5,hatch,CDH3,-0.748393594140833,0.0319718020878079,1.4952328840682
female,hypothalamus,hatch_n5,hatch,CDK18,-0.562926239138183,0.0255338597605101,1.59288353122043
female,hypothalamus,hatch_n5,hatch,CDK5RAP3,-0.657020246565312,0.0390490495690826,1.4083895321305
female,hypothalamus,hatch_n5,hatch,CDT1,-0.686071647273907,0.0222978181135679,1.65173763146294
female,hypothalamus,hatch_n5,hatch,CEBPA,-0.4929128856581,0.0967657138666925,1.01427849513127
female,hypothalamus,hatch_n5,hatch,CECR5L,-0.378814528563311,0.09515033234764,1.02158969044061
female,hypothalamus,hatch_n5,hatch,CERCAM,-0.607725977106121,0.0111039411117676,1.95452285010448
female,hypothalamus,hatch_n5,hatch,CERS4,-0.309063506664315,0.0658243687110539,1.18161329730538
female,hypothalamus,hatch_n5,hatch,CFAP20,-0.228867393305716,0.0924384549309232,1.03414732217802
female,hypothalamus,hatch_n5,hatch,CHAF1A,-0.476006744501613,0.00843548348584121,2.07389002045893
female,hypothalamus,hatch_n5,hatch,CHCHD10,-0.61717085954971,0.0414667511090025,1.3822999899725
female,hypothalamus,hatch_n5,hatch,CHGA,-0.474915958356473,0.0428524856736396,1.36802398160459
female,hypothalamus,hatch_n5,hatch,CHMP3,-0.417970207486438,0.0283670414587857,1.54718595659487
female,hypothalamus,hatch_n5,hatch,CHMP7,-0.216783525084798,0.0482690341356516,1.31633139133572
female,hypothalamus,hatch_n5,hatch,CHPF,-0.31809079784484,0.0347755535648509,1.45872594808655
female,hypothalamus,hatch_n5,hatch,CHST9,-1.62126744898002,0.00998104052899484,2.00082418091256
female,hypothalamus,hatch_n5,hatch,CHTOP,-0.163431326389099,0.0441250713165977,1.3553145796805
female,hypothalamus,hatch_n5,hatch,CILP,-0.813633180485045,0.0509972215721528,1.29245348446583
female,hypothalamus,hatch_n5,hatch,CKB,-0.491898594257822,0.00906725320731262,2.04252425622295
female,hypothalamus,hatch_n5,hatch,CKMT1A,-0.366675714389992,0.0668270528735668,1.17504769118769
female,hypothalamus,hatch_n5,hatch,CKS1B,-0.688438523812109,0.0741711409131148,1.12976504054518
female,hypothalamus,hatch_n5,hatch,CLDN11,-0.760982159484998,0.0223768677378718,1.65020070508923
female,hypothalamus,hatch_n5,hatch,CLDND1,-0.302254537657266,0.0357482411423468,1.4467453211626
female,hypothalamus,hatch_n5,hatch,CLIC2,-0.505212515568762,0.0214456442476832,1.66866090260695
female,hypothalamus,hatch_n5,hatch,CLNS1A,-0.28681709301016,0.0736922607234673,1.13257812003215
female,hypothalamus,hatch_n5,hatch,CLTB,-0.30267579222342,0.038127958426814,1.41875644853452
female,hypothalamus,hatch_n5,hatch,CLU,-0.385382935730248,0.0883175665247039,1.05395290586774
female,hypothalamus,hatch_n5,hatch,CNIH3,-0.498260896045874,0.0573277094829392,1.24163541002705
female,hypothalamus,hatch_n5,hatch,CNKSR3,-0.380840887041955,0.0909447207304465,1.04122250632211
female,hypothalamus,hatch_n5,hatch,CNN1,-0.967756663267366,0.0668435110126303,1.17494074649013
female,hypothalamus,hatch_n5,hatch,CNP,-0.890539776947258,0.017522347173043,1.75640771917113
female,hypothalamus,hatch_n5,hatch,CNPPD1,-0.283798771569485,0.0861774723497783,1.06460624824536
female,hypothalamus,hatch_n5,hatch,CNPY2,-0.604671465345221,0.0304011609445823,1.5171098314505
female,hypothalamus,hatch_n5,hatch,CNTN2,-0.532749760768923,0.0286820859298391,1.54238926740882
female,hypothalamus,hatch_n5,hatch,COG1,-0.257829393242293,0.0553870229349237,1.25659197765313
female,hypothalamus,hatch_n5,hatch,COG4,-0.169910813229946,0.0951362350916783,1.02165403928633
female,hypothalamus,hatch_n5,hatch,COL16A1,-0.839676027772128,0.00722402639437511,2.14122067591292
female,hypothalamus,hatch_n5,hatch,COL1A1,-0.739147595715175,0.0511372704516717,1.2912624569787
female,hypothalamus,hatch_n5,hatch,COL3A1,-0.395854091838037,0.0180764670100209,1.74288644708995
female,hypothalamus,hatch_n5,hatch,CORO7,-0.60954003538196,0.00913686297628222,2.03920288806741
female,hypothalamus,hatch_n5,hatch,COX14,-0.835544744324781,0.041349900481361,1.38352553134596
female,hypothalamus,hatch_n5,hatch,COX4I1,-0.536879225893001,0.0694272071105616,1.15847030501376
female,hypothalamus,hatch_n5,hatch,COX6A1,-0.656513182792728,0.0302822677353254,1.51881160512769
female,hypothalamus,hatch_n5,hatch,CPD,-0.427551669163188,0.0350971816688325,1.45472775632097
female,hypothalamus,hatch_n5,hatch,CPLX2,-0.384575201026306,0.0443579249052554,1.35302877864723
female,hypothalamus,hatch_n5,hatch,CPXM2,-0.57342483146508,0.0280969325797045,1.55134109064379
female,hypothalamus,hatch_n5,hatch,CRELD1,-0.400358062689368,0.0707694807300934,1.1501539910117
female,hypothalamus,hatch_n5,hatch,CRYBG3,-0.464848495146402,0.0884100116251593,1.0534985523244
female,hypothalamus,hatch_n5,hatch,CSDE1,-0.113558957316291,0.0302149930257887,1.51977750165917
female,hypothalamus,hatch_n5,hatch,CSF1,-0.608156650041968,0.0196508127939934,1.70661948169334
female,hypothalamus,hatch_n5,hatch,CSK,-0.332783332389927,0.0237483780212022,1.62436604669159
female,hypothalamus,hatch_n5,hatch,CST3,-1.1198911189545,0.0811887103210448,1.0905043572878
female,hypothalamus,hatch_n5,hatch,CTC-360G5.8,-0.466639092858479,0.0930956925201988,1.0310704130894
female,hypothalamus,hatch_n5,hatch,CTH,-0.367660263261684,0.00741853072230142,2.12968210043285
female,hypothalamus,hatch_n5,hatch,CTSA,-0.397344095879872,0.0201112032309871,1.69656194526871
female,hypothalamus,hatch_n5,hatch,CTSB,-0.433979215371635,0.00193661699376305,2.71295626154341
female,hypothalamus,hatch_n5,hatch,CTSK,-0.942500746116258,0.0219640697110111,1.65828718656804
female,hypothalamus,hatch_n5,hatch,CTTNBP2NL,-0.373486815089902,0.0359327709868863,1.44450929050725
female,hypothalamus,hatch_n5,hatch,CXXC5,-0.339977272735179,0.0802324587910327,1.09564989827469
female,hypothalamus,hatch_n5,hatch,CYB561A3,-0.607429806937314,0.0242196829314376,1.61583154666069
female,hypothalamus,hatch_n5,hatch,CYP4B1L,-0.509177778355438,0.0092259516401466,2.03498882617177
female,hypothalamus,hatch_n5,hatch,CYSLTR1,-0.683294944394591,0.0932836550419839,1.03019444571686
female,hypothalamus,hatch_n5,hatch,CYSTM1,-0.415693549700347,0.0642699676043535,1.19199191899817
female,hypothalamus,hatch_n5,hatch,DAK,-0.79142218822355,0.0218354567070857,1.66083772001043
female,hypothalamus,hatch_n5,hatch,DAP3,-0.272990439175923,0.0846424663385778,1.07241169051648
female,hypothalamus,hatch_n5,hatch,DBNDD1,-0.829114431692772,0.00610754515561,2.21413331342374
female,hypothalamus,hatch_n5,hatch,DCTN1,-0.428271067162427,0.0148443213133476,1.82843965368303
female,hypothalamus,hatch_n5,hatch,DCTN2,-0.363405779812371,0.0158661206717896,1.79952924695561
female,hypothalamus,hatch_n5,hatch,DCTN4,-0.193763330606251,0.0876881625949193,1.05705902997134
female,hypothalamus,hatch_n5,hatch,DDB1,-0.246161956137422,0.0775163738302914,1.11060655151881
female,hypothalamus,hatch_n5,hatch,DDIT3,-0.563402270353623,0.0461711181898172,1.33562960741146
female,hypothalamus,hatch_n5,hatch,DDIT4,-0.70985739335861,0.0228365102584423,1.64137026169136
female,hypothalamus,hatch_n5,hatch,DDOST,-0.269818883742122,0.0883175665247039,1.05395290586774
female,hypothalamus,hatch_n5,hatch,DDRGK1,-0.274558904822437,0.0329443551362314,1.48221898905793
female,hypothalamus,hatch_n5,hatch,DDX23,-0.272446563360079,0.062630874136178,1.20321152682864
female,hypothalamus,hatch_n5,hatch,DENND2D,-0.700404026787845,0.00736036081189757,2.13310089561151
female,hypothalamus,hatch_n5,hatch,DENR,-0.254937510401734,0.0767121071840664,1.11513608757282
female,hypothalamus,hatch_n5,hatch,DEPTOR,-0.753763365769105,0.0889001898727091,1.05109731146419
female,hypothalamus,hatch_n5,hatch,DERL1,-0.20529274864703,0.0316988941300792,1.49895588862079
female,hypothalamus,hatch_n5,hatch,DEXI,-0.501387148854225,0.0861774723497783,1.06460624824536
female,hypothalamus,hatch_n5,hatch,DHRS7,-0.419435749371683,0.0350831919677747,1.45490090017126
female,hypothalamus,hatch_n5,hatch,DHRSX,-0.556559302600855,0.0268479519915615,1.5710888374388
female,hypothalamus,hatch_n5,hatch,DHX35,-0.356700496146674,0.0807336041690641,1.09294565898943
female,hypothalamus,hatch_n5,hatch,DHX38,-0.234643268503306,0.08259586937297,1.08304167124356
female,hypothalamus,hatch_n5,hatch,DLC1,-0.22310219881102,0.07197526543947,1.14281672480091
female,hypothalamus,hatch_n5,hatch,DLD,-0.285769080088826,0.0451607370018494,1.34523897920888
female,hypothalamus,hatch_n5,hatch,DLL1,-0.326479762758555,0.0531196306728241,1.27474495316775
female,hypothalamus,hatch_n5,hatch,DLST,-0.266214095379008,0.00736036081189757,2.13310089561151
female,hypothalamus,hatch_n5,hatch,DMGDH,-1.22849467073553,0.0319718020878079,1.4952328840682
female,hypothalamus,hatch_n5,hatch,DNAJA3,-0.120271853140797,0.09515033234764,1.02158969044061
female,hypothalamus,hatch_n5,hatch,DNAJB11,-0.363109279295657,0.0140732706589708,1.85160495984493
female,hypothalamus,hatch_n5,hatch,DNAJB2,-0.425463089156562,0.0278690786609999,1.55487738862641
female,hypothalamus,hatch_n5,hatch,DNAJC17,-0.416596811467109,0.0268993671418655,1.57025793747078
female,hypothalamus,hatch_n5,hatch,DNAJC5G,-0.401821049246022,0.0543581159175586,1.26473560456625
female,hypothalamus,hatch_n5,hatch,DNLZ,-0.650915351866742,0.0654357819588393,1.18418470339299
female,hypothalamus,hatch_n5,hatch,DNTTIP1,-0.377564153813142,0.0623230695527545,1.2053511648189
female,hypothalamus,hatch_n5,hatch,DOHH,-0.884499221610335,0.0252791381683747,1.59723773636668
female,hypothalamus,hatch_n5,hatch,DPAGT1,-0.221209379625854,0.0505729207520526,1.29608196371233
female,hypothalamus,hatch_n5,hatch,DQX1,-0.436385374908768,0.0597941001261768,1.22334166566127
female,hypothalamus,hatch_n5,hatch,DRD3,-1.68089979296951,0.00819995340682528,2.08618861532557
female,hypothalamus,hatch_n5,hatch,DSCR3,-0.277050644844612,0.0161195323989697,1.79264756051434
female,hypothalamus,hatch_n5,hatch,DUSP10,-0.37354051525133,0.0536107967960673,1.27074773797962
female,hypothalamus,hatch_n5,hatch,DUSP15,-0.475721134881357,0.0481446311287038,1.31745213639369
female,hypothalamus,hatch_n5,hatch,DUSP16,-0.437400737830092,0.0738198857787474,1.13182663112218
female,hypothalamus,hatch_n5,hatch,E2F1,-0.65364559379363,0.0439079758689788,1.35745658314601
female,hypothalamus,hatch_n5,hatch,ECI1,-0.493394091576893,0.0124264419931044,1.90565320313298
female,hypothalamus,hatch_n5,hatch,EDIL3,-0.378338549766221,0.0912160764722177,1.0399286122432
female,hypothalamus,hatch_n5,hatch,EGFL7,-0.337043539944508,0.073407664633401,1.13425859220644
female,hypothalamus,hatch_n5,hatch,EHD3,-0.333450155130162,0.0871910845979646,1.05952791997403
