MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1338871	Btrc	beta-transducin repeat containing protein	19		mammary gland epithelial cell proliferation	happens in mammary gland epithelium,affects a population of epithelial cell		IMP	MGI:3055737 	J:92886 	
MGI:107570	Cav3	caveolin 3	6		regulation of branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2180558 	J:144177 	
MGI:103576	Ccl11	chemokine (C-C motif) ligand 11	11		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2384435 	J:110688 	
MGI:103576	Ccl11	chemokine (C-C motif) ligand 11	11		mammary duct terminal end bud growth	has the participant mammary gland duct		IMP	MGI:2384435 	J:110688 	
MGI:88313	Ccnd1	cyclin D1	7		mammary gland epithelial cell proliferation	happens in mammary gland alveolus,affects a population of epithelial cell		IGI	MGI:99484 	J:90978 	
MGI:88313	Ccnd1	cyclin D1	7		positive regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland alveolus,regulates the proliferation of epithelial cell		IGI	MGI:3580016 	J:158376 	
MGI:104738	Cdkn2a	cyclin dependent kinase inhibitor 2A	4		negative regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland		IMP	MGI:1926877 	J:91428 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		mammary gland epithelial cell differentiation	happens in mammary gland alveolus,results in the differentiation of epithelial cell		IMP	MGI:2149329 	J:60761 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		mammary gland epithelial cell proliferation	happens in mammary gland,affects a population of epithelial cell		IMP	MGI:2149329 	J:60671 	
MGI:99484	Chuk	conserved helix-loop-helix ubiquitous kinase	19		mammary gland epithelial cell proliferation	happens in mammary gland alveolus,affects a population of epithelial cell		IGI	MGI:88313 	J:90978 	
MGI:99484	Chuk	conserved helix-loop-helix ubiquitous kinase	19		mammary gland epithelial cell proliferation	happens in mammary gland alveolus,affects a population of epithelial cell		IMP	MGI:3045616 	J:90978 	
MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:1856333 	J:110688 	
MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3		mammary duct terminal end bud growth	has the participant mammary gland duct		IMP	MGI:1856333 	J:110688 	
MGI:99216	Ddr1	discoidin domain receptor family, member 1	17		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2388024 	J:68368 	
MGI:1858496	Deaf1	DEAF1, transcription factor	7		regulation of mammary gland epithelial cell proliferation			IMP		J:142812 	
MGI:1858496	Deaf1	DEAF1, transcription factor	7		regulation of mammary gland epithelial cell proliferation			ISO	O75398 	J:164563 	
MGI:1335079	Elf5	E74-like factor 5	2		mammary gland epithelial cell differentiation			IGI	MGI:97763 	J:108377 	
MGI:95278	Epha2	Eph receptor A2	4		branching involved in mammary gland duct morphogenesis			IMP		J:175142 	
MGI:95278	Epha2	Eph receptor A2	4		mammary gland epithelial cell proliferation			IMP		J:175142 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		mammary gland epithelial cell differentiation			IMP		J:114489 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		epithelial cell proliferation involved in mammary gland duct elongation	regulates a function/process that happens in mammary gland epithelium,regulates the proliferation of epithelial cell		IMP	MGI:2150897 	J:109714 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		mammary gland branching involved in pregnancy	has the participant mammary gland duct		IMP	MGI:2150897 	J:64639 	
MGI:99423	Etv4	ets variant 4	11		branching involved in mammary gland duct morphogenesis			IDA		J:84479 	
MGI:99423	Etv4	ets variant 4	11		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2445834 	J:143771 	
MGI:99423	Etv4	ets variant 4	11		negative regulation of mammary gland epithelial cell proliferation			IMP	MGI:2445834 	J:143771 	
MGI:1096867	Etv5	ets variant 5	16		regulation of branching involved in mammary gland duct morphogenesis			IDA		J:84479 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		mammary gland epithelial cell differentiation			IDA		J:652 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		mammary gland bud formation	results in the formation of mammary gland		IMP	MGI:1859647 	J:73434 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		mammary gland bud formation	results in the formation of mammary gland		IMP	MGI:2153811 	J:73434 	
MGI:1927549	Foxb1	forkhead box B1	9		epithelial cell differentiation involved in mammary gland alveolus development			IMP		J:67882 	
MGI:1347470	Foxf1	forkhead box F1	8		epithelial cell differentiation involved in mammary gland alveolus development	happens in right lung cranial lobe alveolus		IGI	MGI:96432 	J:110719 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of mammary gland epithelial cell proliferation			ISO	P23771 	J:164563 	
MGI:95728	Gli2	GLI-Kruppel family member GLI2	1		mammary gland duct morphogenesis			IMP	MGI:1857509 	J:72024 	
MGI:104887	Gpx1	glutathione peroxidase 1	9		regulation of mammary gland epithelial cell proliferation			ISO	P07203 	J:164563 	
MGI:106918	Hif1a	hypoxia inducible factor 1, alpha subunit	12		epithelial cell differentiation involved in mammary gland alveolus development	happens in mammary gland alveolus,results in the differentiation of mammary alveolar cell		IMP	MGI:2386679 	J:82618 	
MGI:96177	Hoxa5	homeobox A5	6		mammary gland epithelial cell differentiation	happens in mammary gland alveolus,results in the differentiation of epithelial cell		IMP	MGI:2150397 	J:108822 	
MGI:96177	Hoxa5	homeobox A5	6		regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland alveolus,regulates the proliferation of epithelial cell		IMP	MGI:2150397 	J:108822 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		epithelial cell differentiation involved in mammary gland alveolus development			IMP		J:80648 	
MGI:96397	Id2	inhibitor of DNA binding 2	12		mammary gland epithelial cell proliferation			IMP		J:80648 	
MGI:3028642	Iqgap3	IQ motif containing GTPase activating protein 3	3		positive regulation of mammary gland epithelial cell proliferation	regulates the proliferation of mammary gland epithelial cell		IMP		J:145651 	
MGI:96629	Jak2	Janus kinase 2	19		mammary gland epithelium development	results in the development of mammary gland epithelium		IMP		J:76874 	
MGI:1922855	Kdm5b	lysine (K)-specific demethylase 5B	1		branching involved in mammary gland duct morphogenesis			IMP	MGI:4329395 	J:218960 	
MGI:1922855	Kdm5b	lysine (K)-specific demethylase 5B	1		mammary duct terminal end bud growth			IMP	MGI:4329395 	J:218960 	
MGI:1922855	Kdm5b	lysine (K)-specific demethylase 5B	1		positive regulation of mammary gland epithelial cell proliferation			IMP	MGI:4329395 	J:218960 	
MGI:1333883	Lats1	large tumor suppressor	10		mammary gland epithelial cell differentiation			ISO	O95835 	J:164563 	
MGI:1925139	Lbh	limb-bud and heart	17		mammary gland epithelial cell differentiation			IMP		J:220326 	
MGI:1278315	Lrp5	low density lipoprotein receptor-related protein 5	19		branching involved in mammary gland duct morphogenesis			IBA	PTN000056265 	J:265628 	
MGI:1278315	Lrp5	low density lipoprotein receptor-related protein 5	19		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:3663738 	J:115934 	
MGI:1278315	Lrp5	low density lipoprotein receptor-related protein 5	19		mammary gland duct morphogenesis	has the participant mammary gland duct		IGI	MGI:1298218 	J:150203 	
MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6		branching involved in mammary gland duct morphogenesis			IBA	PTN000056284 	J:265628 	
MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2156191 	J:150203 	
MGI:1298218	Lrp6	low density lipoprotein receptor-related protein 6	6		mammary gland duct morphogenesis	has the participant mammary gland duct		IGI	MGI:1278315 	J:150203 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		mammary gland epithelial cell proliferation	affects a population of mammary gland epithelial cell		IDA		J:145651 	
MGI:1100846	Med1	mediator complex subunit 1	11		epithelial cell proliferation involved in mammary gland duct elongation	regulates a function/process that happens in mammary gland duct		IMP	MGI:3511276 	J:98047 	
MGI:1100846	Med1	mediator complex subunit 1	11		mammary gland branching involved in pregnancy	has the participant mammary gland duct		IMP	MGI:3511276 	J:98047 	
MGI:1100846	Med1	mediator complex subunit 1	11		mammary gland branching involved in thelarche	has the participant mammary gland duct		IMP	MGI:3511276 	J:98047 	
MGI:1100846	Med1	mediator complex subunit 1	11		mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland duct,regulates the proliferation of epithelial cell		IMP	MGI:3511276 	J:98407 	
MGI:1100846	Med1	mediator complex subunit 1	11		mammary gland epithelial cell proliferation			IMP	MGI:4443002 	J:159303 	
MGI:96080	Mst1	macrophage stimulating 1 (hepatocyte growth factor-like)	9		mammary duct terminal end bud growth			IMP	MGI:2445230 	J:217515 	
MGI:96080	Mst1	macrophage stimulating 1 (hepatocyte growth factor-like)	9		positive regulation of mammary gland epithelial cell proliferation			IBA	PTN000668418 	J:265628 	
MGI:96080	Mst1	macrophage stimulating 1 (hepatocyte growth factor-like)	9		positive regulation of mammary gland epithelial cell proliferation			IMP	MGI:2445230 	J:217515 	
MGI:97168	Msx1	msh homeobox 1	5		mammary gland epithelium development			IGI	MGI:97169 	J:61509 	
MGI:97169	Msx2	msh homeobox 2	13		branching involved in mammary gland duct morphogenesis	has the participant mammary gland epithelium		IMP	MGI:1926381 	J:61509 	
MGI:97169	Msx2	msh homeobox 2	13		mammary gland epithelium development			IGI	MGI:97168 	J:61509 	
MGI:1276535	Ncoa3	nuclear receptor coactivator 3	2		mammary gland branching involved in thelarche	has the participant mammary gland duct		IMP	MGI:1931860 	J:62748 	
MGI:95824	Nr3c1	nuclear receptor subfamily 3, group C, member 1	18		mammary gland duct morphogenesis	has the participant mammary gland epithelium|has the participant mammary gland duct		IMP	MGI:1857745 	J:125451 	
MGI:105088	Ntn1	netrin 1	11		mammary gland duct morphogenesis			IGI	MGI:1315205 	J:106011 	
MGI:1925542	Orai1	ORAI calcium release-activated calcium modulator 1	5		mammary gland epithelium development			IMP		J:203715 	
MGI:97567	Pgr	progesterone receptor	9		tertiary branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:1857933 	J:61384 	
MGI:102520	Phb2	prohibitin 2	6		mammary gland branching involved in thelarche	has the participant mammary gland duct		IMP	MGI:3574361 	J:117151 	
MGI:102520	Phb2	prohibitin 2	6		negative regulation of mammary gland epithelial cell proliferation	regulates a function/process that happens in mammary gland epithelium,regulates the proliferation of epithelial cell		IMP	MGI:3574361 	J:117151 	
MGI:102520	Phb2	prohibitin 2	6		regulation of branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:3574361 	J:117151 	
MGI:104662	Pml	promyelocytic leukemia	9		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2429949 	J:147092 	
MGI:97763	Prlr	prolactin receptor	15		mammary gland epithelial cell differentiation			IGI	MGI:1335079 	J:108377 	
MGI:97763	Prlr	prolactin receptor	15		mammary gland epithelium development	results in the development of mammary gland epithelium		IMP		J:76874 	
MGI:105373	Ptch1	patched 1	13		mammary gland duct morphogenesis	has the participant mammary gland duct,has the participant epithelial cell		IMP	MGI:1857447 	J:42408 	
MGI:105373	Ptch1	patched 1	13		mammary gland epithelial cell differentiation	happens in mammary gland epithelium,results in the differentiation of epithelial cell		IMP	MGI:1857447 	J:42408 	
MGI:97800	Pthlh	parathyroid hormone-like peptide	6		mammary gland bud elongation	happens in mammary gland		IMP	MGI:2154515 	J:47319 	
MGI:1916161	Pygo2	pygopus 2	3		regulation of mammary gland epithelial cell proliferation			IMP	MGI:3711738 	J:163218 	
MGI:1274781	Robo1	roundabout guidance receptor 1	16		mammary duct terminal end bud growth			IMP	MGI:3043142 	J:106011 	
MGI:1274781	Robo1	roundabout guidance receptor 1	16		negative regulation of mammary gland epithelial cell proliferation			ISO	Q9Y6N7 	J:164563 	
MGI:2443664	Rreb1	ras responsive element binding protein 1	13		positive regulation of mammary gland epithelial cell proliferation			ISO	Q92766 	J:164563 	
MGI:1915835	Rtn4	reticulon 4	11		positive regulation of mammary gland epithelial cell proliferation			ISO	Q9NQC3 	J:164563 	
MGI:2145950	Scrib	scribbled planar cell polarity	15		mammary gland duct morphogenesis			IMP		J:152737 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		branching involved in mammary gland duct morphogenesis	has the participant mammary gland epithelium		IMP	MGI:1935144 	J:76974 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		mammary duct terminal end bud growth	has the participant mammary gland epithelium		IMP	MGI:1935144 	J:76874 	
MGI:1315205	Slit2	slit guidance ligand 2	5		mammary duct terminal end bud growth			IMP	MGI:2179460 	J:106011 	
MGI:1315205	Slit2	slit guidance ligand 2	5		mammary gland duct morphogenesis			IGI	MGI:105088 	J:106011 	
MGI:1315205	Slit2	slit guidance ligand 2	5		mammary gland duct morphogenesis			IMP	MGI:2179460 	J:106011 	
MGI:108075	Smo	smoothened, frizzled class receptor	6		mammary gland epithelial cell differentiation	happens in mammary gland,results in the differentiation of epithelial cell		IMP	MGI:1934268 MGI:2445832 	J:117334 	
MGI:1913292	Sostdc1	sclerostin domain containing 1	12		mammary gland bud morphogenesis	has the participant mammary gland		IMP	MGI:3604658 	J:183911 	
MGI:98397	Src	Rous sarcoma oncogene	2		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:1857247 	J:100783 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		mammary gland epithelium development	results in the development of mammary gland epithelium		IGI	MGI:103035 	J:76874 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		mammary gland epithelium development	results in the development of mammary gland epithelium		IMP	MGI:103036 	J:76874 	
MGI:103034	Stat6	signal transducer and activator of transcription 6	10		mammary gland epithelial cell proliferation	happens in mammary gland,affects a population of mammary gland epithelial cell		IMP	MGI:1888385 	J:184505 	
MGI:98495	Tbx3	T-box 3	5		branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IMP	MGI:2655214 	J:102855 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis	happens in mammary gland duct		IMP	MGI:3040993 	J:156927 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		epithelial cell proliferation involved in mammary gland duct elongation	regulates a function/process that happens in mammary gland duct,regulates the proliferation of mammary gland epithelial cell|regulates a function/process that happens in mammary gland duct,regulates the proliferation of branched duct epithelial cell		IMP	MGI:3040993 	J:156927 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		branch elongation involved in mammary gland duct branching	happens in mammary gland duct,has the participant epithelial cell		IMP	MGI:1857258 	J:140882 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		mammary gland branching involved in thelarche	has the participant mammary gland duct,has the participant epithelial cell		IMP	MGI:1857258 	J:140882 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulation of branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IGI	MGI:98958 	J:126343 	
MGI:1100089	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	14		mammary gland epithelial cell proliferation	happens in mammary gland alveolus,affects a population of epithelial cell		IMP	MGI:1859962 	J:64718 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		mammary gland branching involved in pregnancy	has the participant mammary gland		IMP	MGI:2183404 	J:92080 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		tertiary branching involved in mammary gland duct morphogenesis			IMP	MGI:1857453 	J:61384 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		epithelial cell proliferation involved in mammary gland duct elongation	regulates a function/process that happens in mammary gland duct		IDA		J:126343 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		lateral sprouting involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IDA		J:126343 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		mammary gland branching involved in thelarche	has the participant mammary gland duct		IDA		J:126343 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		regulation of branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IDA		J:126343 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		regulation of branching involved in mammary gland duct morphogenesis	has the participant mammary gland duct		IGI	MGI:96079 MGI:98725 	J:126343 	
MGI:1916199	Zfas1	zinc finger, NFX1-type containing 1, antisense RNA 1	2		mammary gland epithelial cell differentiation			IMP		J:230787 	
MGI:1916199	Zfas1	zinc finger, NFX1-type containing 1, antisense RNA 1	2		negative regulation of mammary gland epithelial cell proliferation			IMP		J:230787 	
MGI:2662729	Zfp703	zinc finger protein 703	8		mammary gland epithelial cell differentiation			ISO	Q9H7S9 	J:164563 	
MGI:2662729	Zfp703	zinc finger protein 703	8		positive regulation of mammary gland epithelial cell proliferation			IDA		J:169294 	
MGI:2662729	Zfp703	zinc finger protein 703	8		positive regulation of mammary gland epithelial cell proliferation			ISO	Q9H7S9 	J:164563 	

